Date,Home/Neutral,Visitor/Neutral,Diifference
"Wed, Oct 24, 2018",San Antonio Spurs,Indiana Pacers,-20.0
"Wed, Oct 24, 2018",Milwaukee Bucks,Philadelphia 76ers,15.0
"Wed, Oct 24, 2018",Phoenix Suns,Los Angeles Lakers,-18.0
"Wed, Oct 24, 2018",Sacramento Kings,Memphis Grizzlies,5.0
"Wed, Oct 24, 2018",Golden State Warriors,Washington Wizards,22.0
"Thu, Oct 25, 2018",Detroit Pistons,Cleveland Cavaliers,7.0
"Thu, Oct 25, 2018",Orlando Magic,Portland Trail Blazers,-14.0
"Thu, Oct 25, 2018",Oklahoma City Thunder,Boston Celtics,-6.0
"Thu, Oct 25, 2018",Los Angeles Lakers,Denver Nuggets,7.0
"Fri, Oct 26, 2018",Charlotte Hornets,Chicago Bulls,29.0
"Fri, Oct 26, 2018",New York Knicks,Golden State Warriors,-28.0
"Fri, Oct 26, 2018",Toronto Raptors,Dallas Mavericks,9.0
"Fri, Oct 26, 2018",Houston Rockets,Los Angeles Clippers,-20.0
"Fri, Oct 26, 2018",Minnesota Timberwolves,Milwaukee Bucks,-30.0
"Fri, Oct 26, 2018",New Orleans Pelicans,Brooklyn Nets,2.0
"Fri, Oct 26, 2018",Sacramento Kings,Washington Wizards,4.0
"Sat, Oct 27, 2018",Detroit Pistons,Boston Celtics,-20.0
"Sat, Oct 27, 2018",New Orleans Pelicans,Utah Jazz,-21.0
"Sat, Oct 27, 2018",Atlanta Hawks,Chicago Bulls,-12.0
"Sat, Oct 27, 2018",Cleveland Cavaliers,Indiana Pacers,-12.0
"Sat, Oct 27, 2018",Philadelphia 76ers,Charlotte Hornets,2.0
"Sat, Oct 27, 2018",Memphis Grizzlies,Phoenix Suns,21.0
"Sat, Oct 27, 2018",Miami Heat,Portland Trail Blazers,9.0
"Sat, Oct 27, 2018",Milwaukee Bucks,Orlando Magic,22.0
"Sat, Oct 27, 2018",San Antonio Spurs,Los Angeles Lakers,4.0
"Sun, Oct 28, 2018",Brooklyn Nets,Golden State Warriors,-6.0
"Sun, Oct 28, 2018",Dallas Mavericks,Utah Jazz,-9.0
"Sun, Oct 28, 2018",Oklahoma City Thunder,Phoenix Suns,7.0
"Sun, Oct 28, 2018",Los Angeles Clippers,Washington Wizards,32.0
"Mon, Oct 29, 2018",Indiana Pacers,Portland Trail Blazers,-10.0
"Mon, Oct 29, 2018",Philadelphia 76ers,Atlanta Hawks,21.0
"Mon, Oct 29, 2018",Miami Heat,Sacramento Kings,-10.0
"Mon, Oct 29, 2018",New York Knicks,Brooklyn Nets,19.0
"Mon, Oct 29, 2018",Chicago Bulls,Golden State Warriors,-25.0
"Mon, Oct 29, 2018",Milwaukee Bucks,Toronto Raptors,15.0
"Mon, Oct 29, 2018",Minnesota Timberwolves,Los Angeles Lakers,4.0
"Mon, Oct 29, 2018",San Antonio Spurs,Dallas Mavericks,5.0
"Mon, Oct 29, 2018",Denver Nuggets,New Orleans Pelicans,5.0
"Tue, Oct 30, 2018",Charlotte Hornets,Miami Heat,12.0
"Tue, Oct 30, 2018",Cleveland Cavaliers,Atlanta Hawks,22.0
"Tue, Oct 30, 2018",Orlando Magic,Sacramento Kings,-8.0
"Tue, Oct 30, 2018",Boston Celtics,Detroit Pistons,3.0
"Tue, Oct 30, 2018",Toronto Raptors,Philadelphia 76ers,17.0
"Tue, Oct 30, 2018",Houston Rockets,Portland Trail Blazers,-19.0
"Tue, Oct 30, 2018",Memphis Grizzlies,Washington Wizards,12.0
"Tue, Oct 30, 2018",Oklahoma City Thunder,Los Angeles Clippers,18.0
"Wed, Oct 31, 2018",Brooklyn Nets,Detroit Pistons,1.0
"Wed, Oct 31, 2018",Chicago Bulls,Denver Nuggets,-1.0
"Wed, Oct 31, 2018",Minnesota Timberwolves,Utah Jazz,3.0
"Wed, Oct 31, 2018",New York Knicks,Indiana Pacers,-6.0
"Wed, Oct 31, 2018",Golden State Warriors,New Orleans Pelicans,10.0
"Wed, Oct 31, 2018",Los Angeles Lakers,Dallas Mavericks,1.0
"Wed, Oct 31, 2018",Phoenix Suns,San Antonio Spurs,-30.0
"Thu, Nov 1, 2018",Charlotte Hornets,Oklahoma City Thunder,-4.0
"Thu, Nov 1, 2018",Cleveland Cavaliers,Denver Nuggets,-19.0
"Thu, Nov 1, 2018",Philadelphia 76ers,Los Angeles Clippers,9.0
"Thu, Nov 1, 2018",Atlanta Hawks,Sacramento Kings,-31.0
"Thu, Nov 1, 2018",Boston Celtics,Milwaukee Bucks,4.0
"Thu, Nov 1, 2018",Portland Trail Blazers,New Orleans Pelicans,13.0
"Fri, Nov 2, 2018",Orlando Magic,Los Angeles Clippers,-25.0
"Fri, Nov 2, 2018",Brooklyn Nets,Houston Rockets,-8.0
"Fri, Nov 2, 2018",Chicago Bulls,Indiana Pacers,-2.0
"Fri, Nov 2, 2018",Washington Wizards,Oklahoma City Thunder,-23.0
"Fri, Nov 2, 2018",Dallas Mavericks,New York Knicks,-12.0
"Fri, Nov 2, 2018",Utah Jazz,Memphis Grizzlies,-10.0
"Fri, Nov 2, 2018",Phoenix Suns,Toronto Raptors,-9.0
"Fri, Nov 2, 2018",Golden State Warriors,Minnesota Timberwolves,17.0
"Sat, Nov 3, 2018",Philadelphia 76ers,Detroit Pistons,10.0
"Sat, Nov 3, 2018",Charlotte Hornets,Cleveland Cavaliers,32.0
"Sat, Nov 3, 2018",Indiana Pacers,Boston Celtics,1.0
"Sat, Nov 3, 2018",Atlanta Hawks,Miami Heat,5.0
"Sat, Nov 3, 2018",Chicago Bulls,Houston Rockets,-8.0
"Sat, Nov 3, 2018",San Antonio Spurs,New Orleans Pelicans,14.0
"Sat, Nov 3, 2018",Denver Nuggets,Utah Jazz,15.0
"Sat, Nov 3, 2018",Portland Trail Blazers,Los Angeles Lakers,-4.0
"Sun, Nov 4, 2018",Milwaukee Bucks,Sacramento Kings,35.0
"Sun, Nov 4, 2018",Brooklyn Nets,Philadelphia 76ers,25.0
"Sun, Nov 4, 2018",Washington Wizards,New York Knicks,13.0
"Sun, Nov 4, 2018",San Antonio Spurs,Orlando Magic,-7.0
"Sun, Nov 4, 2018",Phoenix Suns,Memphis Grizzlies,2.0
"Sun, Nov 4, 2018",Portland Trail Blazers,Minnesota Timberwolves,30.0
"Sun, Nov 4, 2018",Los Angeles Lakers,Toronto Raptors,-14.0
"Mon, Nov 5, 2018",Detroit Pistons,Miami Heat,-5.0
"Mon, Nov 5, 2018",Indiana Pacers,Houston Rockets,-4.0
"Mon, Nov 5, 2018",Orlando Magic,Cleveland Cavaliers,2.0
"Mon, Nov 5, 2018",New York Knicks,Chicago Bulls,-1.0
"Mon, Nov 5, 2018",Oklahoma City Thunder,New Orleans Pelicans,6.0
"Mon, Nov 5, 2018",Denver Nuggets,Boston Celtics,8.0
"Mon, Nov 5, 2018",Utah Jazz,Toronto Raptors,-13.0
"Mon, Nov 5, 2018",Golden State Warriors,Memphis Grizzlies,16.0
"Mon, Nov 5, 2018",Los Angeles Clippers,Minnesota Timberwolves,11.0
"Tue, Nov 6, 2018",Charlotte Hornets,Atlanta Hawks,11.0
"Tue, Nov 6, 2018",Dallas Mavericks,Washington Wizards,19.0
"Tue, Nov 6, 2018",Phoenix Suns,Brooklyn Nets,-22.0
"Tue, Nov 6, 2018",Portland Trail Blazers,Milwaukee Bucks,15.0
"Wed, Nov 7, 2018",Cleveland Cavaliers,Oklahoma City Thunder,-9.0
"Wed, Nov 7, 2018",Orlando Magic,Detroit Pistons,-7.0
"Wed, Nov 7, 2018",Atlanta Hawks,New York Knicks,-5.0
"Wed, Nov 7, 2018",Miami Heat,San Antonio Spurs,7.0
"Wed, Nov 7, 2018",Indiana Pacers,Philadelphia 76ers,-6.0
"Wed, Nov 7, 2018",Memphis Grizzlies,Denver Nuggets,2.0
"Wed, Nov 7, 2018",New Orleans Pelicans,Chicago Bulls,9.0
"Wed, Nov 7, 2018",Utah Jazz,Dallas Mavericks,15.0
"Wed, Nov 7, 2018",Sacramento Kings,Toronto Raptors,-9.0
"Wed, Nov 7, 2018",Los Angeles Lakers,Minnesota Timberwolves,4.0
"Thu, Nov 8, 2018",Oklahoma City Thunder,Houston Rockets,18.0
"Thu, Nov 8, 2018",Phoenix Suns,Boston Celtics,-7.0
"Thu, Nov 8, 2018",Portland Trail Blazers,Los Angeles Clippers,11.0
"Thu, Nov 8, 2018",Golden State Warriors,Milwaukee Bucks,-23.0
"Fri, Nov 9, 2018",Orlando Magic,Washington Wizards,9.0
"Fri, Nov 9, 2018",Philadelphia 76ers,Charlotte Hornets,1.0
"Fri, Nov 9, 2018",Atlanta Hawks,Detroit Pistons,-15.0
"Fri, Nov 9, 2018",Miami Heat,Indiana Pacers,-8.0
"Fri, Nov 9, 2018",Denver Nuggets,Brooklyn Nets,-2.0
"Fri, Nov 9, 2018",Utah Jazz,Boston Celtics,8.0
"Fri, Nov 9, 2018",Sacramento Kings,Minnesota Timberwolves,11.0
"Sat, Nov 10, 2018",Toronto Raptors,New York Knicks,16.0
"Sat, Nov 10, 2018",Los Angeles Clippers,Milwaukee Bucks,2.0
"Sat, Nov 10, 2018",New Orleans Pelicans,Phoenix Suns,20.0
"Sat, Nov 10, 2018",Chicago Bulls,Cleveland Cavaliers,1.0
"Sat, Nov 10, 2018",Memphis Grizzlies,Philadelphia 76ers,6.0
"Sat, Nov 10, 2018",Miami Heat,Washington Wizards,-6.0
"Sat, Nov 10, 2018",Golden State Warriors,Brooklyn Nets,16.0
"Sat, Nov 10, 2018",San Antonio Spurs,Houston Rockets,7.0
"Sat, Nov 10, 2018",Dallas Mavericks,Oklahoma City Thunder,15.0
"Sat, Nov 10, 2018",Sacramento Kings,Los Angeles Lakers,-15.0
"Sun, Nov 11, 2018",Detroit Pistons,Charlotte Hornets,-10.0
"Sun, Nov 11, 2018",Houston Rockets,Indiana Pacers,12.0
"Sun, Nov 11, 2018",New York Knicks,Orlando Magic,-26.0
"Sun, Nov 11, 2018",Denver Nuggets,Milwaukee Bucks,-7.0
"Sun, Nov 11, 2018",Portland Trail Blazers,Boston Celtics,6.0
"Sun, Nov 11, 2018",Los Angeles Lakers,Atlanta Hawks,1.0
"Mon, Nov 12, 2018",Washington Wizards,Orlando Magic,8.0
"Mon, Nov 12, 2018",Miami Heat,Philadelphia 76ers,-10.0
"Mon, Nov 12, 2018",Toronto Raptors,New Orleans Pelicans,-16.0
"Mon, Nov 12, 2018",Chicago Bulls,Dallas Mavericks,-5.0
"Mon, Nov 12, 2018",Memphis Grizzlies,Utah Jazz,-8.0
"Mon, Nov 12, 2018",Minnesota Timberwolves,Brooklyn Nets,7.0
"Mon, Nov 12, 2018",Oklahoma City Thunder,Phoenix Suns,17.0
"Mon, Nov 12, 2018",Sacramento Kings,San Antonio Spurs,5.0
"Mon, Nov 12, 2018",Los Angeles Clippers,Golden State Warriors,5.0
"Tue, Nov 13, 2018",Cleveland Cavaliers,Charlotte Hornets,24.0
"Tue, Nov 13, 2018",Denver Nuggets,Houston Rockets,-10.0
"Tue, Nov 13, 2018",Golden State Warriors,Atlanta Hawks,7.0
"Wed, Nov 14, 2018",Orlando Magic,Philadelphia 76ers,5.0
"Wed, Nov 14, 2018",Washington Wizards,Cleveland Cavaliers,24.0
"Wed, Nov 14, 2018",Boston Celtics,Chicago Bulls,29.0
"Wed, Nov 14, 2018",Brooklyn Nets,Miami Heat,-13.0
"Wed, Nov 14, 2018",Toronto Raptors,Detroit Pistons,-2.0
"Wed, Nov 14, 2018",Milwaukee Bucks,Memphis Grizzlies,-3.0
"Wed, Nov 14, 2018",Minnesota Timberwolves,New Orleans Pelicans,7.0
"Wed, Nov 14, 2018",Oklahoma City Thunder,New York Knicks,25.0
"Wed, Nov 14, 2018",Dallas Mavericks,Utah Jazz,50.0
"Wed, Nov 14, 2018",Phoenix Suns,San Antonio Spurs,20.0
"Wed, Nov 14, 2018",Los Angeles Lakers,Portland Trail Blazers,9.0
"Thu, Nov 15, 2018",Houston Rockets,Golden State Warriors,21.0
"Thu, Nov 15, 2018",Denver Nuggets,Atlanta Hawks,45.0
"Thu, Nov 15, 2018",Los Angeles Clippers,San Antonio Spurs,5.0
"Fri, Nov 16, 2018",Boston Celtics,Toronto Raptors,7.0
"Fri, Nov 16, 2018",Indiana Pacers,Miami Heat,8.0
"Fri, Nov 16, 2018",Philadelphia 76ers,Utah Jazz,6.0
"Fri, Nov 16, 2018",Washington Wizards,Brooklyn Nets,-11.0
"Fri, Nov 16, 2018",Memphis Grizzlies,Sacramento Kings,8.0
"Fri, Nov 16, 2018",Minnesota Timberwolves,Portland Trail Blazers,16.0
"Fri, Nov 16, 2018",New Orleans Pelicans,New York Knicks,5.0
"Fri, Nov 16, 2018",Milwaukee Bucks,Chicago Bulls,19.0
"Sat, Nov 17, 2018",Brooklyn Nets,Los Angeles Clippers,-8.0
"Sat, Nov 17, 2018",Charlotte Hornets,Philadelphia 76ers,-3.0
"Sat, Nov 17, 2018",Indiana Pacers,Atlanta Hawks,8.0
"Sat, Nov 17, 2018",New Orleans Pelicans,Denver Nuggets,10.0
"Sat, Nov 17, 2018",Orlando Magic,Los Angeles Lakers,13.0
"Sat, Nov 17, 2018",Boston Celtics,Utah Jazz,-12.0
"Sat, Nov 17, 2018",Chicago Bulls,Toronto Raptors,-39.0
"Sat, Nov 17, 2018",Houston Rockets,Sacramento Kings,20.0
"Sat, Nov 17, 2018",Dallas Mavericks,Golden State Warriors,3.0
"Sat, Nov 17, 2018",Phoenix Suns,Oklahoma City Thunder,-10.0
"Sun, Nov 18, 2018",Minnesota Timberwolves,Memphis Grizzlies,-13.0
"Sun, Nov 18, 2018",Miami Heat,Los Angeles Lakers,-16.0
"Sun, Nov 18, 2018",Orlando Magic,New York Knicks,14.0
"Sun, Nov 18, 2018",Washington Wizards,Portland Trail Blazers,-10.0
"Sun, Nov 18, 2018",San Antonio Spurs,Golden State Warriors,12.0
"Mon, Nov 19, 2018",Charlotte Hornets,Boston Celtics,5.0
"Mon, Nov 19, 2018",Detroit Pistons,Cleveland Cavaliers,11.0
"Mon, Nov 19, 2018",Indiana Pacers,Utah Jazz,27.0
"Mon, Nov 19, 2018",Philadelphia 76ers,Phoenix Suns,5.0
"Mon, Nov 19, 2018",Atlanta Hawks,Los Angeles Clippers,-8.0
"Mon, Nov 19, 2018",Memphis Grizzlies,Dallas Mavericks,10.0
"Mon, Nov 19, 2018",Milwaukee Bucks,Denver Nuggets,6.0
"Mon, Nov 19, 2018",New Orleans Pelicans,San Antonio Spurs,14.0
"Mon, Nov 19, 2018",Sacramento Kings,Oklahoma City Thunder,4.0
"Tue, Nov 20, 2018",Orlando Magic,Toronto Raptors,-2.0
"Tue, Nov 20, 2018",Washington Wizards,Los Angeles Clippers,7.0
"Tue, Nov 20, 2018",Miami Heat,Brooklyn Nets,-12.0
"Tue, Nov 20, 2018",New York Knicks,Portland Trail Blazers,-4.0
"Wed, Nov 21, 2018",Charlotte Hornets,Indiana Pacers,18.0
"Wed, Nov 21, 2018",Philadelphia 76ers,New Orleans Pelicans,1.0
"Wed, Nov 21, 2018",Atlanta Hawks,Toronto Raptors,-16.0
"Wed, Nov 21, 2018",Boston Celtics,New York Knicks,-8.0
"Wed, Nov 21, 2018",Chicago Bulls,Phoenix Suns,8.0
"Wed, Nov 21, 2018",Cleveland Cavaliers,Los Angeles Lakers,-4.0
"Wed, Nov 21, 2018",Houston Rockets,Detroit Pistons,2.0
"Wed, Nov 21, 2018",Milwaukee Bucks,Portland Trail Blazers,43.0
"Wed, Nov 21, 2018",Minnesota Timberwolves,Denver Nuggets,-2.0
"Wed, Nov 21, 2018",Dallas Mavericks,Brooklyn Nets,6.0
"Wed, Nov 21, 2018",San Antonio Spurs,Memphis Grizzlies,-1.0
"Wed, Nov 21, 2018",Utah Jazz,Sacramento Kings,-9.0
"Wed, Nov 21, 2018",Golden State Warriors,Oklahoma City Thunder,-28.0
"Fri, Nov 23, 2018",Brooklyn Nets,Minnesota Timberwolves,-10.0
"Fri, Nov 23, 2018",Los Angeles Clippers,Memphis Grizzlies,5.0
"Fri, Nov 23, 2018",Detroit Pistons,Houston Rockets,5.0
"Fri, Nov 23, 2018",Atlanta Hawks,Boston Celtics,-18.0
"Fri, Nov 23, 2018",New York Knicks,New Orleans Pelicans,5.0
"Fri, Nov 23, 2018",Philadelphia 76ers,Cleveland Cavaliers,-9.0
"Fri, Nov 23, 2018",Toronto Raptors,Washington Wizards,18.0
"Fri, Nov 23, 2018",Chicago Bulls,Miami Heat,-7.0
"Fri, Nov 23, 2018",Indiana Pacers,San Antonio Spurs,-11.0
"Fri, Nov 23, 2018",Oklahoma City Thunder,Charlotte Hornets,5.0
"Fri, Nov 23, 2018",Milwaukee Bucks,Phoenix Suns,-2.0
"Fri, Nov 23, 2018",Denver Nuggets,Orlando Magic,25.0
"Fri, Nov 23, 2018",Golden State Warriors,Portland Trail Blazers,28.0
"Fri, Nov 23, 2018",Los Angeles Lakers,Utah Jazz,7.0
"Sat, Nov 24, 2018",Cleveland Cavaliers,Houston Rockets,9.0
"Sat, Nov 24, 2018",Minnesota Timberwolves,Chicago Bulls,15.0
"Sat, Nov 24, 2018",Oklahoma City Thunder,Denver Nuggets,-7.0
"Sat, Nov 24, 2018",Washington Wizards,New Orleans Pelicans,10.0
"Sat, Nov 24, 2018",Dallas Mavericks,Boston Celtics,9.0
"Sat, Nov 24, 2018",Golden State Warriors,Sacramento Kings,1.0
"Sat, Nov 24, 2018",Milwaukee Bucks,San Antonio Spurs,6.0
"Sun, Nov 25, 2018",Los Angeles Lakers,Orlando Magic,-4.0
"Sun, Nov 25, 2018",Detroit Pistons,Phoenix Suns,11.0
"Sun, Nov 25, 2018",Atlanta Hawks,Charlotte Hornets,1.0
"Sun, Nov 25, 2018",Brooklyn Nets,Philadelphia 76ers,-2.0
"Sun, Nov 25, 2018",Memphis Grizzlies,New York Knicks,-5.0
"Sun, Nov 25, 2018",Toronto Raptors,Miami Heat,10.0
"Sun, Nov 25, 2018",Sacramento Kings,Utah Jazz,-21.0
"Sun, Nov 25, 2018",Portland Trail Blazers,Los Angeles Clippers,-4.0
"Mon, Nov 26, 2018",Charlotte Hornets,Milwaukee Bucks,3.0
"Mon, Nov 26, 2018",Cleveland Cavaliers,Minnesota Timberwolves,-7.0
"Mon, Nov 26, 2018",Washington Wizards,Houston Rockets,4.0
"Mon, Nov 26, 2018",Chicago Bulls,San Antonio Spurs,-1.0
"Mon, Nov 26, 2018",New Orleans Pelicans,Boston Celtics,-17.0
"Mon, Nov 26, 2018",Utah Jazz,Indiana Pacers,-33.0
"Mon, Nov 26, 2018",Golden State Warriors,Orlando Magic,6.0
"Tue, Nov 27, 2018",Detroit Pistons,New York Knicks,7.0
"Tue, Nov 27, 2018",Miami Heat,Atlanta Hawks,-2.0
"Tue, Nov 27, 2018",Memphis Grizzlies,Toronto Raptors,-8.0
"Tue, Nov 27, 2018",Denver Nuggets,Los Angeles Lakers,32.0
"Tue, Nov 27, 2018",Phoenix Suns,Indiana Pacers,-5.0
"Wed, Nov 28, 2018",Charlotte Hornets,Atlanta Hawks,14.0
"Wed, Nov 28, 2018",Philadelphia 76ers,New York Knicks,26.0
"Wed, Nov 28, 2018",Brooklyn Nets,Utah Jazz,-10.0
"Wed, Nov 28, 2018",Houston Rockets,Dallas Mavericks,-20.0
"Wed, Nov 28, 2018",Milwaukee Bucks,Chicago Bulls,3.0
"Wed, Nov 28, 2018",Minnesota Timberwolves,San Antonio Spurs,39.0
"Wed, Nov 28, 2018",New Orleans Pelicans,Washington Wizards,21.0
"Wed, Nov 28, 2018",Oklahoma City Thunder,Cleveland Cavaliers,17.0
"Wed, Nov 28, 2018",Portland Trail Blazers,Orlando Magic,3.0
"Wed, Nov 28, 2018",Los Angeles Clippers,Phoenix Suns,16.0
"Thu, Nov 29, 2018",Toronto Raptors,Golden State Warriors,3.0
"Thu, Nov 29, 2018",Los Angeles Lakers,Indiana Pacers,8.0
"Thu, Nov 29, 2018",Sacramento Kings,Los Angeles Clippers,-12.0
"Fri, Nov 30, 2018",Boston Celtics,Cleveland Cavaliers,33.0
"Fri, Nov 30, 2018",Charlotte Hornets,Utah Jazz,-8.0
"Fri, Nov 30, 2018",Detroit Pistons,Chicago Bulls,19.0
"Fri, Nov 30, 2018",Philadelphia 76ers,Washington Wizards,25.0
"Fri, Nov 30, 2018",Brooklyn Nets,Memphis Grizzlies,-6.0
"Fri, Nov 30, 2018",Miami Heat,New Orleans Pelicans,5.0
"Fri, Nov 30, 2018",Oklahoma City Thunder,Atlanta Hawks,15.0
"Fri, Nov 30, 2018",San Antonio Spurs,Houston Rockets,-31.0
"Fri, Nov 30, 2018",Phoenix Suns,Orlando Magic,-14.0
"Fri, Nov 30, 2018",Los Angeles Lakers,Dallas Mavericks,11.0
"Fri, Nov 30, 2018",Portland Trail Blazers,Denver Nuggets,-1.0
"Sat, Dec 1, 2018",New York Knicks,Milwaukee Bucks,2.0
"Sat, Dec 1, 2018",Detroit Pistons,Golden State Warriors,9.0
"Sat, Dec 1, 2018",Washington Wizards,Brooklyn Nets,14.0
"Sat, Dec 1, 2018",Cleveland Cavaliers,Toronto Raptors,-11.0
"Sat, Dec 1, 2018",Houston Rockets,Chicago Bulls,16.0
"Sat, Dec 1, 2018",Minnesota Timberwolves,Boston Celtics,-9.0
"Sat, Dec 1, 2018",Sacramento Kings,Indiana Pacers,1.0
"Sun, Dec 2, 2018",Los Angeles Lakers,Phoenix Suns,24.0
"Sun, Dec 2, 2018",Charlotte Hornets,New Orleans Pelicans,-10.0
"Sun, Dec 2, 2018",Miami Heat,Utah Jazz,2.0
"Sun, Dec 2, 2018",Philadelphia 76ers,Memphis Grizzlies,8.0
"Sun, Dec 2, 2018",Dallas Mavericks,Los Angeles Clippers,4.0
"Sun, Dec 2, 2018",San Antonio Spurs,Portland Trail Blazers,13.0
"Mon, Dec 3, 2018",Detroit Pistons,Oklahoma City Thunder,-27.0
"Mon, Dec 3, 2018",Atlanta Hawks,Golden State Warriors,-17.0
"Mon, Dec 3, 2018",Brooklyn Nets,Cleveland Cavaliers,-2.0
"Mon, Dec 3, 2018",New York Knicks,Washington Wizards,-3.0
"Mon, Dec 3, 2018",Toronto Raptors,Denver Nuggets,-3.0
"Mon, Dec 3, 2018",Minnesota Timberwolves,Houston Rockets,12.0
"Mon, Dec 3, 2018",New Orleans Pelicans,Los Angeles Clippers,-3.0
"Tue, Dec 4, 2018",Indiana Pacers,Chicago Bulls,6.0
"Tue, Dec 4, 2018",Miami Heat,Orlando Magic,-15.0
"Tue, Dec 4, 2018",Dallas Mavericks,Portland Trail Blazers,9.0
"Tue, Dec 4, 2018",Phoenix Suns,Sacramento Kings,-17.0
"Tue, Dec 4, 2018",Utah Jazz,San Antonio Spurs,34.0
"Wed, Dec 5, 2018",Cleveland Cavaliers,Golden State Warriors,-24.0
"Wed, Dec 5, 2018",Orlando Magic,Denver Nuggets,-6.0
"Wed, Dec 5, 2018",Atlanta Hawks,Washington Wizards,-14.0
"Wed, Dec 5, 2018",Brooklyn Nets,Oklahoma City Thunder,-2.0
"Wed, Dec 5, 2018",Memphis Grizzlies,Los Angeles Clippers,10.0
"Wed, Dec 5, 2018",Milwaukee Bucks,Detroit Pistons,23.0
