Date,Home/Neutral,Visitor/Neutral,Diifference
"Wed, Dec 5, 2018",Minnesota Timberwolves,Charlotte Hornets,17.0
"Wed, Dec 5, 2018",New Orleans Pelicans,Dallas Mavericks,26.0
"Wed, Dec 5, 2018",Toronto Raptors,Philadelphia 76ers,11.0
"Wed, Dec 5, 2018",Los Angeles Lakers,San Antonio Spurs,8.0
"Thu, Dec 6, 2018",Boston Celtics,New York Knicks,28.0
"Thu, Dec 6, 2018",Portland Trail Blazers,Phoenix Suns,22.0
"Thu, Dec 6, 2018",Utah Jazz,Houston Rockets,27.0
"Fri, Dec 7, 2018",Charlotte Hornets,Denver Nuggets,6.0
"Fri, Dec 7, 2018",Detroit Pistons,Philadelphia 76ers,-6.0
"Fri, Dec 7, 2018",Orlando Magic,Indiana Pacers,-22.0
"Fri, Dec 7, 2018",Brooklyn Nets,Toronto Raptors,1.0
"Fri, Dec 7, 2018",Cleveland Cavaliers,Sacramento Kings,-19.0
"Fri, Dec 7, 2018",Chicago Bulls,Oklahoma City Thunder,2.0
"Fri, Dec 7, 2018",New Orleans Pelicans,Memphis Grizzlies,-4.0
"Fri, Dec 7, 2018",San Antonio Spurs,Los Angeles Lakers,13.0
"Fri, Dec 7, 2018",Phoenix Suns,Miami Heat,-17.0
"Fri, Dec 7, 2018",Milwaukee Bucks,Golden State Warriors,-10.0
"Sat, Dec 8, 2018",Dallas Mavericks,Houston Rockets,3.0
"Sat, Dec 8, 2018",Indiana Pacers,Sacramento Kings,10.0
"Sat, Dec 8, 2018",Atlanta Hawks,Denver Nuggets,8.0
"Sat, Dec 8, 2018",Cleveland Cavaliers,Washington Wizards,15.0
"Sat, Dec 8, 2018",New York Knicks,Brooklyn Nets,-8.0
"Sat, Dec 8, 2018",Chicago Bulls,Boston Celtics,-56.0
"Sat, Dec 8, 2018",Memphis Grizzlies,Los Angeles Lakers,-23.0
"Sat, Dec 8, 2018",Portland Trail Blazers,Minnesota Timberwolves,8.0
"Sat, Dec 8, 2018",Los Angeles Clippers,Miami Heat,-23.0
"Sun, Dec 9, 2018",Detroit Pistons,New Orleans Pelicans,-8.0
"Sun, Dec 9, 2018",Toronto Raptors,Milwaukee Bucks,-5.0
"Sun, Dec 9, 2018",San Antonio Spurs,Utah Jazz,13.0
"Sun, Dec 9, 2018",New York Knicks,Charlotte Hornets,-12.0
"Mon, Dec 10, 2018",Indiana Pacers,Washington Wizards,8.0
"Mon, Dec 10, 2018",Philadelphia 76ers,Detroit Pistons,14.0
"Mon, Dec 10, 2018",Boston Celtics,New Orleans Pelicans,13.0
"Mon, Dec 10, 2018",Chicago Bulls,Sacramento Kings,-19.0
"Mon, Dec 10, 2018",Milwaukee Bucks,Cleveland Cavaliers,16.0
"Mon, Dec 10, 2018",Oklahoma City Thunder,Utah Jazz,9.0
"Mon, Dec 10, 2018",Dallas Mavericks,Orlando Magic,25.0
"Mon, Dec 10, 2018",Denver Nuggets,Memphis Grizzlies,6.0
"Mon, Dec 10, 2018",Phoenix Suns,Los Angeles Clippers,-4.0
"Mon, Dec 10, 2018",Golden State Warriors,Minnesota Timberwolves,8.0
"Mon, Dec 10, 2018",Los Angeles Lakers,Miami Heat,3.0
"Tue, Dec 11, 2018",Houston Rockets,Portland Trail Blazers,7.0
"Tue, Dec 11, 2018",San Antonio Spurs,Phoenix Suns,25.0
"Tue, Dec 11, 2018",Los Angeles Clippers,Toronto Raptors,-24.0
"Wed, Dec 12, 2018",Charlotte Hornets,Detroit Pistons,1.0
"Wed, Dec 12, 2018",Cleveland Cavaliers,New York Knicks,7.0
"Wed, Dec 12, 2018",Indiana Pacers,Milwaukee Bucks,16.0
"Wed, Dec 12, 2018",Philadelphia 76ers,Brooklyn Nets,-3.0
"Wed, Dec 12, 2018",Washington Wizards,Boston Celtics,-5.0
"Wed, Dec 12, 2018",Memphis Grizzlies,Portland Trail Blazers,9.0
"Wed, Dec 12, 2018",New Orleans Pelicans,Oklahoma City Thunder,4.0
"Wed, Dec 12, 2018",Dallas Mavericks,Atlanta Hawks,7.0
"Wed, Dec 12, 2018",Utah Jazz,Miami Heat,27.0
"Wed, Dec 12, 2018",Sacramento Kings,Minnesota Timberwolves,11.0
"Wed, Dec 12, 2018",Golden State Warriors,Toronto Raptors,-20.0
"Thu, Dec 13, 2018",Houston Rockets,Los Angeles Lakers,15.0
"Thu, Dec 13, 2018",San Antonio Spurs,Los Angeles Clippers,38.0
"Thu, Dec 13, 2018",Orlando Magic,Chicago Bulls,6.0
"Thu, Dec 13, 2018",Phoenix Suns,Dallas Mavericks,10.0
"Fri, Dec 14, 2018",Boston Celtics,Atlanta Hawks,21.0
"Fri, Dec 14, 2018",Charlotte Hornets,New York Knicks,-2.0
"Fri, Dec 14, 2018",Brooklyn Nets,Washington Wizards,7.0
"Fri, Dec 14, 2018",Cleveland Cavaliers,Milwaukee Bucks,-12.0
"Fri, Dec 14, 2018",Philadelphia 76ers,Indiana Pacers,-12.0
"Fri, Dec 14, 2018",Memphis Grizzlies,Miami Heat,-3.0
"Fri, Dec 14, 2018",Denver Nuggets,Oklahoma City Thunder,11.0
"Fri, Dec 14, 2018",Portland Trail Blazers,Toronto Raptors,6.0
"Fri, Dec 14, 2018",Sacramento Kings,Golden State Warriors,-5.0
"Sat, Dec 15, 2018",Orlando Magic,Utah Jazz,7.0
"Sat, Dec 15, 2018",Charlotte Hornets,Los Angeles Lakers,-28.0
"Sat, Dec 15, 2018",Detroit Pistons,Boston Celtics,9.0
"Sat, Dec 15, 2018",Memphis Grizzlies,Houston Rockets,-8.0
"Sat, Dec 15, 2018",San Antonio Spurs,Chicago Bulls,-5.0
"Sat, Dec 15, 2018",Oklahoma City Thunder,Los Angeles Clippers,6.0
"Sat, Dec 15, 2018",Phoenix Suns,Minnesota Timberwolves,8.0
"Sun, Dec 16, 2018",Brooklyn Nets,Atlanta Hawks,17.0
"Sun, Dec 16, 2018",Cleveland Cavaliers,Philadelphia 76ers,-23.0
"Sun, Dec 16, 2018",Indiana Pacers,New York Knicks,11.0
"Sun, Dec 16, 2018",Washington Wizards,Los Angeles Lakers,18.0
"Sun, Dec 16, 2018",Dallas Mavericks,Sacramento Kings,-7.0
"Sun, Dec 16, 2018",New Orleans Pelicans,Miami Heat,-6.0
"Sun, Dec 16, 2018",Denver Nuggets,Toronto Raptors,9.0
"Mon, Dec 17, 2018",Detroit Pistons,Milwaukee Bucks,-3.0
"Mon, Dec 17, 2018",New York Knicks,Phoenix Suns,-18.0
"Mon, Dec 17, 2018",Houston Rockets,Utah Jazz,5.0
"Mon, Dec 17, 2018",Minnesota Timberwolves,Sacramento Kings,27.0
"Mon, Dec 17, 2018",Oklahoma City Thunder,Chicago Bulls,25.0
"Mon, Dec 17, 2018",San Antonio Spurs,Philadelphia 76ers,27.0
"Mon, Dec 17, 2018",Golden State Warriors,Memphis Grizzlies,17.0
"Mon, Dec 17, 2018",Los Angeles Clippers,Portland Trail Blazers,-4.0
"Tue, Dec 18, 2018",Indiana Pacers,Cleveland Cavaliers,-1.0
"Tue, Dec 18, 2018",Atlanta Hawks,Washington Wizards,8.0
"Tue, Dec 18, 2018",Brooklyn Nets,Los Angeles Lakers,5.0
"Tue, Dec 18, 2018",Denver Nuggets,Dallas Mavericks,8.0
"Wed, Dec 19, 2018",Charlotte Hornets,Cleveland Cavaliers,11.0
"Wed, Dec 19, 2018",Orlando Magic,San Antonio Spurs,-39.0
"Wed, Dec 19, 2018",Philadelphia 76ers,New York Knicks,22.0
"Wed, Dec 19, 2018",Boston Celtics,Phoenix Suns,-8.0
"Wed, Dec 19, 2018",Toronto Raptors,Indiana Pacers,3.0
"Wed, Dec 19, 2018",Chicago Bulls,Brooklyn Nets,-3.0
"Wed, Dec 19, 2018",Houston Rockets,Washington Wizards,18.0
"Wed, Dec 19, 2018",Milwaukee Bucks,New Orleans Pelicans,8.0
"Wed, Dec 19, 2018",Minnesota Timberwolves,Detroit Pistons,-6.0
"Wed, Dec 19, 2018",Utah Jazz,Golden State Warriors,5.0
"Wed, Dec 19, 2018",Portland Trail Blazers,Memphis Grizzlies,7.0
"Wed, Dec 19, 2018",Sacramento Kings,Oklahoma City Thunder,-19.0
"Thu, Dec 20, 2018",Miami Heat,Houston Rockets,2.0
"Thu, Dec 20, 2018",Los Angeles Clippers,Dallas Mavericks,4.0
"Fri, Dec 21, 2018",Charlotte Hornets,Detroit Pistons,12.0
"Fri, Dec 21, 2018",Toronto Raptors,Cleveland Cavaliers,16.0
"Fri, Dec 21, 2018",Brooklyn Nets,Indiana Pacers,-8.0
"Fri, Dec 21, 2018",New York Knicks,Atlanta Hawks,-7.0
"Fri, Dec 21, 2018",Boston Celtics,Milwaukee Bucks,-13.0
"Fri, Dec 21, 2018",Chicago Bulls,Orlando Magic,10.0
"Fri, Dec 21, 2018",San Antonio Spurs,Minnesota Timberwolves,26.0
"Fri, Dec 21, 2018",Portland Trail Blazers,Utah Jazz,-30.0
"Fri, Dec 21, 2018",Sacramento Kings,Memphis Grizzlies,3.0
"Fri, Dec 21, 2018",Los Angeles Lakers,New Orleans Pelicans,8.0
"Sat, Dec 22, 2018",Los Angeles Clippers,Denver Nuggets,21.0
"Sat, Dec 22, 2018",Washington Wizards,Phoenix Suns,3.0
"Sat, Dec 22, 2018",Philadelphia 76ers,Toronto Raptors,25.0
"Sat, Dec 22, 2018",Houston Rockets,San Antonio Spurs,7.0
"Sat, Dec 22, 2018",Miami Heat,Milwaukee Bucks,7.0
"Sat, Dec 22, 2018",Golden State Warriors,Dallas Mavericks,4.0
"Sat, Dec 22, 2018",Utah Jazz,Oklahoma City Thunder,-1.0
"Sun, Dec 23, 2018",Detroit Pistons,Atlanta Hawks,-3.0
"Sun, Dec 23, 2018",Indiana Pacers,Washington Wizards,16.0
"Sun, Dec 23, 2018",Boston Celtics,Charlotte Hornets,16.0
"Sun, Dec 23, 2018",Brooklyn Nets,Phoenix Suns,8.0
"Sun, Dec 23, 2018",Cleveland Cavaliers,Chicago Bulls,-20.0
"Sun, Dec 23, 2018",Orlando Magic,Miami Heat,-24.0
"Sun, Dec 23, 2018",Sacramento Kings,New Orleans Pelicans,5.0
"Sun, Dec 23, 2018",Oklahoma City Thunder,Minnesota Timberwolves,-2.0
"Sun, Dec 23, 2018",Golden State Warriors,Los Angeles Clippers,2.0
"Sun, Dec 23, 2018",Portland Trail Blazers,Dallas Mavericks,3.0
"Sun, Dec 23, 2018",Los Angeles Lakers,Memphis Grizzlies,-8.0
"Tue, Dec 25, 2018",New York Knicks,Milwaukee Bucks,-14.0
"Tue, Dec 25, 2018",Houston Rockets,Oklahoma City Thunder,4.0
"Tue, Dec 25, 2018",Boston Celtics,Philadelphia 76ers,7.0
"Tue, Dec 25, 2018",Golden State Warriors,Los Angeles Lakers,-26.0
"Tue, Dec 25, 2018",Utah Jazz,Portland Trail Blazers,21.0
"Wed, Dec 26, 2018",Detroit Pistons,Washington Wizards,11.0
"Wed, Dec 26, 2018",Orlando Magic,Phoenix Suns,-2.0
"Wed, Dec 26, 2018",Atlanta Hawks,Indiana Pacers,-8.0
"Wed, Dec 26, 2018",Brooklyn Nets,Charlotte Hornets,2.0
"Wed, Dec 26, 2018",Miami Heat,Toronto Raptors,-2.0
"Wed, Dec 26, 2018",Chicago Bulls,Minnesota Timberwolves,-25.0
"Wed, Dec 26, 2018",Memphis Grizzlies,Cleveland Cavaliers,8.0
"Wed, Dec 26, 2018",Dallas Mavericks,New Orleans Pelicans,3.0
"Wed, Dec 26, 2018",San Antonio Spurs,Denver Nuggets,8.0
"Wed, Dec 26, 2018",Los Angeles Clippers,Sacramento Kings,9.0
"Thu, Dec 27, 2018",Houston Rockets,Boston Celtics,14.0
"Thu, Dec 27, 2018",Milwaukee Bucks,New York Knicks,16.0
"Thu, Dec 27, 2018",Sacramento Kings,Los Angeles Lakers,1.0
"Thu, Dec 27, 2018",Golden State Warriors,Portland Trail Blazers,-1.0
"Thu, Dec 27, 2018",Utah Jazz,Philadelphia 76ers,-17.0
"Fri, Dec 28, 2018",Charlotte Hornets,Brooklyn Nets,13.0
"Fri, Dec 28, 2018",Indiana Pacers,Detroit Pistons,37.0
"Fri, Dec 28, 2018",Orlando Magic,Toronto Raptors,29.0
"Fri, Dec 28, 2018",Washington Wizards,Chicago Bulls,-9.0
"Fri, Dec 28, 2018",Miami Heat,Cleveland Cavaliers,24.0
"Fri, Dec 28, 2018",Minnesota Timberwolves,Atlanta Hawks,-3.0
"Fri, Dec 28, 2018",New Orleans Pelicans,Dallas Mavericks,2.0
"Fri, Dec 28, 2018",Denver Nuggets,San Antonio Spurs,3.0
"Fri, Dec 28, 2018",Phoenix Suns,Oklahoma City Thunder,-16.0
"Fri, Dec 28, 2018",Los Angeles Lakers,Los Angeles Clippers,-11.0
"Sat, Dec 29, 2018",Milwaukee Bucks,Brooklyn Nets,14.0
"Sat, Dec 29, 2018",New Orleans Pelicans,Houston Rockets,-4.0
"Sat, Dec 29, 2018",Washington Wizards,Charlotte Hornets,4.0
"Sat, Dec 29, 2018",Atlanta Hawks,Cleveland Cavaliers,3.0
"Sat, Dec 29, 2018",Memphis Grizzlies,Boston Celtics,-9.0
"Sat, Dec 29, 2018",Utah Jazz,New York Knicks,32.0
"Sat, Dec 29, 2018",Phoenix Suns,Denver Nuggets,-4.0
"Sat, Dec 29, 2018",Portland Trail Blazers,Golden State Warriors,-10.0
"Sat, Dec 29, 2018",Los Angeles Clippers,San Antonio Spurs,-11.0
"Sun, Dec 30, 2018",Orlando Magic,Detroit Pistons,2.0
"Sun, Dec 30, 2018",Miami Heat,Minnesota Timberwolves,-9.0
"Sun, Dec 30, 2018",Toronto Raptors,Chicago Bulls,6.0
"Sun, Dec 30, 2018",Dallas Mavericks,Oklahoma City Thunder,2.0
"Sun, Dec 30, 2018",Portland Trail Blazers,Philadelphia 76ers,34.0
"Sun, Dec 30, 2018",Los Angeles Lakers,Sacramento Kings,7.0
"Mon, Dec 31, 2018",Indiana Pacers,Atlanta Hawks,8.0
"Mon, Dec 31, 2018",Charlotte Hornets,Orlando Magic,25.0
"Mon, Dec 31, 2018",Houston Rockets,Memphis Grizzlies,12.0
"Mon, Dec 31, 2018",San Antonio Spurs,Boston Celtics,9.0
"Mon, Dec 31, 2018",New Orleans Pelicans,Minnesota Timberwolves,9.0
"Mon, Dec 31, 2018",Oklahoma City Thunder,Dallas Mavericks,20.0
"Mon, Dec 31, 2018",Phoenix Suns,Golden State Warriors,-23.0
"Tue, Jan 1, 2019",Toronto Raptors,Utah Jazz,6.0
"Tue, Jan 1, 2019",Milwaukee Bucks,Detroit Pistons,23.0
"Tue, Jan 1, 2019",Denver Nuggets,New York Knicks,7.0
"Tue, Jan 1, 2019",Sacramento Kings,Portland Trail Blazers,-5.0
"Tue, Jan 1, 2019",Los Angeles Clippers,Philadelphia 76ers,-6.0
"Wed, Jan 2, 2019",Charlotte Hornets,Dallas Mavericks,-38.0
"Wed, Jan 2, 2019",Cleveland Cavaliers,Miami Heat,-25.0
"Wed, Jan 2, 2019",Washington Wizards,Atlanta Hawks,16.0
"Wed, Jan 2, 2019",Brooklyn Nets,New Orleans Pelicans,5.0
"Wed, Jan 2, 2019",Boston Celtics,Minnesota Timberwolves,13.0
"Wed, Jan 2, 2019",Chicago Bulls,Orlando Magic,-28.0
"Wed, Jan 2, 2019",Memphis Grizzlies,Detroit Pistons,-7.0
"Wed, Jan 2, 2019",Phoenix Suns,Philadelphia 76ers,-5.0
"Wed, Jan 2, 2019",Los Angeles Lakers,Oklahoma City Thunder,-7.0
"Thu, Jan 3, 2019",San Antonio Spurs,Toronto Raptors,18.0
"Thu, Jan 3, 2019",Sacramento Kings,Denver Nuggets,-4.0
"Thu, Jan 3, 2019",Golden State Warriors,Houston Rockets,-1.0
"Fri, Jan 4, 2019",Cleveland Cavaliers,Utah Jazz,-26.0
"Fri, Jan 4, 2019",Boston Celtics,Dallas Mavericks,21.0
"Fri, Jan 4, 2019",Chicago Bulls,Indiana Pacers,-3.0
"Fri, Jan 4, 2019",Memphis Grizzlies,Brooklyn Nets,-9.0
"Fri, Jan 4, 2019",Miami Heat,Washington Wizards,6.0
"Fri, Jan 4, 2019",Minnesota Timberwolves,Orlando Magic,17.0
"Fri, Jan 4, 2019",Milwaukee Bucks,Atlanta Hawks,32.0
"Fri, Jan 4, 2019",Phoenix Suns,Los Angeles Clippers,-10.0
"Fri, Jan 4, 2019",Los Angeles Lakers,New York Knicks,-7.0
"Fri, Jan 4, 2019",Portland Trail Blazers,Oklahoma City Thunder,-2.0
"Sat, Jan 5, 2019",Denver Nuggets,Charlotte Hornets,13.0
"Sat, Jan 5, 2019",Detroit Pistons,Utah Jazz,-5.0
"Sat, Jan 5, 2019",Philadelphia 76ers,Dallas Mavericks,6.0
"Sat, Jan 5, 2019",Cleveland Cavaliers,New Orleans Pelicans,-35.0
"Sat, Jan 5, 2019",Milwaukee Bucks,Toronto Raptors,-7.0
"Sat, Jan 5, 2019",San Antonio Spurs,Memphis Grizzlies,20.0
"Sat, Jan 5, 2019",Portland Trail Blazers,Houston Rockets,9.0
"Sat, Jan 5, 2019",Sacramento Kings,Golden State Warriors,-4.0
"Sun, Jan 6, 2019",Chicago Bulls,Brooklyn Nets,-17.0
"Sun, Jan 6, 2019",Los Angeles Clippers,Orlando Magic,10.0
"Sun, Jan 6, 2019",Minnesota Timberwolves,Los Angeles Lakers,22.0
"Sun, Jan 6, 2019",Atlanta Hawks,Miami Heat,24.0
"Sun, Jan 6, 2019",Oklahoma City Thunder,Washington Wizards,-18.0
"Sun, Jan 6, 2019",Toronto Raptors,Indiana Pacers,16.0
"Sun, Jan 6, 2019",Phoenix Suns,Charlotte Hornets,-6.0
"Mon, Jan 7, 2019",Detroit Pistons,San Antonio Spurs,-12.0
"Mon, Jan 7, 2019",Boston Celtics,Brooklyn Nets,21.0
"Mon, Jan 7, 2019",Houston Rockets,Denver Nuggets,12.0
"Mon, Jan 7, 2019",Milwaukee Bucks,Utah Jazz,12.0
"Mon, Jan 7, 2019",New Orleans Pelicans,Memphis Grizzlies,19.0
"Mon, Jan 7, 2019",Dallas Mavericks,Los Angeles Lakers,-10.0
"Mon, Jan 7, 2019",Portland Trail Blazers,New York Knicks,10.0
"Mon, Jan 7, 2019",Sacramento Kings,Orlando Magic,16.0
"Tue, Jan 8, 2019",Cleveland Cavaliers,Indiana Pacers,-8.0
"Tue, Jan 8, 2019",Philadelphia 76ers,Washington Wizards,17.0
"Tue, Jan 8, 2019",Miami Heat,Denver Nuggets,-4.0
"Tue, Jan 8, 2019",Toronto Raptors,Atlanta Hawks,3.0
"Tue, Jan 8, 2019",Oklahoma City Thunder,Minnesota Timberwolves,-2.0
"Tue, Jan 8, 2019",Phoenix Suns,Sacramento Kings,4.0
"Tue, Jan 8, 2019",Golden State Warriors,New York Knicks,27.0
"Tue, Jan 8, 2019",Los Angeles Clippers,Charlotte Hornets,19.0
"Wed, Jan 9, 2019",Boston Celtics,Indiana Pacers,27.0
"Wed, Jan 9, 2019",Washington Wizards,Philadelphia 76ers,17.0
"Wed, Jan 9, 2019",Brooklyn Nets,Atlanta Hawks,16.0
"Wed, Jan 9, 2019",Houston Rockets,Milwaukee Bucks,-7.0
"Wed, Jan 9, 2019",Memphis Grizzlies,San Antonio Spurs,10.0
"Wed, Jan 9, 2019",New Orleans Pelicans,Cleveland Cavaliers,16.0
"Wed, Jan 9, 2019",Dallas Mavericks,Phoenix Suns,10.0
"Wed, Jan 9, 2019",Utah Jazz,Orlando Magic,13.0
"Wed, Jan 9, 2019",Portland Trail Blazers,Chicago Bulls,12.0
"Wed, Jan 9, 2019",Los Angeles Lakers,Detroit Pistons,13.0
"Thu, Jan 10, 2019",Miami Heat,Boston Celtics,16.0
"Thu, Jan 10, 2019",Denver Nuggets,Los Angeles Clippers,21.0
"Thu, Jan 10, 2019",San Antonio Spurs,Oklahoma City Thunder,7.0
"Thu, Jan 10, 2019",Sacramento Kings,Detroit Pistons,10.0
"Fri, Jan 11, 2019",Philadelphia 76ers,Atlanta Hawks,-2.0
"Fri, Jan 11, 2019",Washington Wizards,Milwaukee Bucks,7.0
"Fri, Jan 11, 2019",New York Knicks,Indiana Pacers,-15.0
"Fri, Jan 11, 2019",Toronto Raptors,Brooklyn Nets,17.0
"Fri, Jan 11, 2019",Houston Rockets,Cleveland Cavaliers,28.0
"Fri, Jan 11, 2019",Minnesota Timberwolves,Dallas Mavericks,-4.0
"Fri, Jan 11, 2019",Portland Trail Blazers,Charlotte Hornets,31.0
"Fri, Jan 11, 2019",Utah Jazz,Los Angeles Lakers,18.0
"Fri, Jan 11, 2019",Golden State Warriors,Chicago Bulls,37.0
"Sat, Jan 12, 2019",Los Angeles Clippers,Detroit Pistons,-5.0
"Sat, Jan 12, 2019",Miami Heat,Memphis Grizzlies,4.0
"Sat, Jan 12, 2019",Orlando Magic,Boston Celtics,2.0
"Sat, Jan 12, 2019",Minnesota Timberwolves,New Orleans Pelicans,4.0
"Sat, Jan 12, 2019",Oklahoma City Thunder,San Antonio Spurs,10.0
"Sat, Jan 12, 2019",Phoenix Suns,Denver Nuggets,9.0
"Sat, Jan 12, 2019",Sacramento Kings,Charlotte Hornets,7.0
"Sat, Jan 12, 2019",Utah Jazz,Chicago Bulls,8.0
"Sun, Jan 13, 2019",New York Knicks,Philadelphia 76ers,-3.0
"Sun, Jan 13, 2019",Washington Wizards,Toronto Raptors,-2.0
"Sun, Jan 13, 2019",Atlanta Hawks,Milwaukee Bucks,-19.0
"Sun, Jan 13, 2019",Orlando Magic,Houston Rockets,7.0
"Sun, Jan 13, 2019",Dallas Mavericks,Golden State Warriors,-5.0
"Sun, Jan 13, 2019",Denver Nuggets,Portland Trail Blazers,3.0
"Sun, Jan 13, 2019",Los Angeles Lakers,Cleveland Cavaliers,-6.0
"Mon, Jan 14, 2019",Brooklyn Nets,Boston Celtics,7.0
"Mon, Jan 14, 2019",Houston Rockets,Memphis Grizzlies,18.0
"Mon, Jan 14, 2019",San Antonio Spurs,Charlotte Hornets,-15.0
"Mon, Jan 14, 2019",Utah Jazz,Detroit Pistons,6.0
"Mon, Jan 14, 2019",Sacramento Kings,Portland Trail Blazers,8.0
"Mon, Jan 14, 2019",Los Angeles Clippers,New Orleans Pelicans,-4.0
"Tue, Jan 15, 2019",Indiana Pacers,Phoenix Suns,34.0
"Tue, Jan 15, 2019",Philadelphia 76ers,Minnesota Timberwolves,42.0
"Tue, Jan 15, 2019",Atlanta Hawks,Oklahoma City Thunder,16.0
"Tue, Jan 15, 2019",Milwaukee Bucks,Miami Heat,38.0
"Tue, Jan 15, 2019",Denver Nuggets,Golden State Warriors,-31.0
"Tue, Jan 15, 2019",Los Angeles Lakers,Chicago Bulls,7.0
"Wed, Jan 16, 2019",Detroit Pistons,Orlando Magic,5.0
"Wed, Jan 16, 2019",Boston Celtics,Toronto Raptors,9.0
"Wed, Jan 16, 2019",Houston Rockets,Brooklyn Nets,-3.0
"Wed, Jan 16, 2019",Memphis Grizzlies,Milwaukee Bucks,-10.0
"Wed, Jan 16, 2019",Dallas Mavericks,San Antonio Spurs,-4.0
"Wed, Jan 16, 2019",Portland Trail Blazers,Cleveland Cavaliers,17.0
"Wed, Jan 16, 2019",Golden State Warriors,New Orleans Pelicans,7.0
"Wed, Jan 16, 2019",Los Angeles Clippers,Utah Jazz,-20.0
"Thu, Jan 17, 2019",Washington Wizards,New York Knicks,1.0
"Thu, Jan 17, 2019",Charlotte Hornets,Sacramento Kings,19.0
"Thu, Jan 17, 2019",Indiana Pacers,Philadelphia 76ers,-24.0
"Thu, Jan 17, 2019",Toronto Raptors,Phoenix Suns,2.0
"Thu, Jan 17, 2019",Denver Nuggets,Chicago Bulls,30.0
"Thu, Jan 17, 2019",Oklahoma City Thunder,Los Angeles Lakers,-10.0
"Fri, Jan 18, 2019",Boston Celtics,Memphis Grizzlies,6.0
"Fri, Jan 18, 2019",Detroit Pistons,Miami Heat,5.0
"Fri, Jan 18, 2019",Orlando Magic,Brooklyn Nets,-2.0
"Fri, Jan 18, 2019",Minnesota Timberwolves,San Antonio Spurs,-3.0
"Fri, Jan 18, 2019",Utah Jazz,Cleveland Cavaliers,16.0
"Fri, Jan 18, 2019",Los Angeles Clippers,Golden State Warriors,-18.0
"Fri, Jan 18, 2019",Portland Trail Blazers,New Orleans Pelicans,16.0
"Sat, Jan 19, 2019",Philadelphia 76ers,Oklahoma City Thunder,-2.0
"Sat, Jan 19, 2019",Charlotte Hornets,Phoenix Suns,20.0
"Sat, Jan 19, 2019",Detroit Pistons,Sacramento Kings,-2.0
"Sat, Jan 19, 2019",Indiana Pacers,Dallas Mavericks,12.0
"Sat, Jan 19, 2019",Orlando Magic,Milwaukee Bucks,-10.0
"Sat, Jan 19, 2019",Atlanta Hawks,Boston Celtics,-8.0
"Sat, Jan 19, 2019",Toronto Raptors,Memphis Grizzlies,29.0
"Sat, Jan 19, 2019",Chicago Bulls,Miami Heat,-14.0
"Sat, Jan 19, 2019",Houston Rockets,Los Angeles Lakers,4.0
"Sat, Jan 19, 2019",Denver Nuggets,Cleveland Cavaliers,22.0
"Sun, Jan 20, 2019",Indiana Pacers,Charlotte Hornets,25.0
"Sun, Jan 20, 2019",Minnesota Timberwolves,Phoenix Suns,2.0
"Sun, Jan 20, 2019",San Antonio Spurs,Los Angeles Clippers,-8.0
"Mon, Jan 21, 2019",New York Knicks,Oklahoma City Thunder,-18.0
"Mon, Jan 21, 2019",Cleveland Cavaliers,Chicago Bulls,-16.0
"Mon, Jan 21, 2019",Milwaukee Bucks,Dallas Mavericks,10.0
"Mon, Jan 21, 2019",Washington Wizards,Detroit Pistons,14.0
"Mon, Jan 21, 2019",Atlanta Hawks,Orlando Magic,-19.0
"Mon, Jan 21, 2019",Brooklyn Nets,Sacramento Kings,29.0
"Mon, Jan 21, 2019",Memphis Grizzlies,New Orleans Pelicans,-20.0
"Mon, Jan 21, 2019",Boston Celtics,Miami Heat,8.0
"Mon, Jan 21, 2019",Philadelphia 76ers,Houston Rockets,28.0
"Mon, Jan 21, 2019",Utah Jazz,Portland Trail Blazers,-5.0
"Mon, Jan 21, 2019",Los Angeles Lakers,Golden State Warriors,-19.0
"Tue, Jan 22, 2019",Toronto Raptors,Sacramento Kings,15.0
"Tue, Jan 22, 2019",Oklahoma City Thunder,Portland Trail Blazers,9.0
"Tue, Jan 22, 2019",Dallas Mavericks,Los Angeles Clippers,8.0
"Tue, Jan 22, 2019",Phoenix Suns,Minnesota Timberwolves,-27.0
"Wed, Jan 23, 2019",Indiana Pacers,Toronto Raptors,4.0
"Wed, Jan 23, 2019",Boston Celtics,Cleveland Cavaliers,20.0
"Wed, Jan 23, 2019",Brooklyn Nets,Orlando Magic,4.0
"Wed, Jan 23, 2019",Miami Heat,Los Angeles Clippers,-12.0
"Wed, Jan 23, 2019",New York Knicks,Houston Rockets,-4.0
"Wed, Jan 23, 2019",Chicago Bulls,Atlanta Hawks,-20.0
"Wed, Jan 23, 2019",Memphis Grizzlies,Charlotte Hornets,-11.0
"Wed, Jan 23, 2019",New Orleans Pelicans,Detroit Pistons,-4.0
"Wed, Jan 23, 2019",Philadelphia 76ers,San Antonio Spurs,2.0
"Wed, Jan 23, 2019",Utah Jazz,Denver Nuggets,6.0
"Thu, Jan 24, 2019",Oklahoma City Thunder,New Orleans Pelicans,6.0
"Thu, Jan 24, 2019",Washington Wizards,Golden State Warriors,-8.0
"Thu, Jan 24, 2019",Phoenix Suns,Portland Trail Blazers,-14.0
"Thu, Jan 24, 2019",Los Angeles Lakers,Minnesota Timberwolves,-15.0
"Fri, Jan 25, 2019",Orlando Magic,Washington Wizards,-4.0
"Fri, Jan 25, 2019",Brooklyn Nets,New York Knicks,10.0
