Date,Home/Neutral,Visitor/Neutral,Diifference
"Mon, Dec 14, 2015",Chicago Bulls,Philadelphia 76ers,19.0
"Mon, Dec 14, 2015",Memphis Grizzlies,Washington Wizards,17.0
"Mon, Dec 14, 2015",Dallas Mavericks,Phoenix Suns,10.0
"Mon, Dec 14, 2015",San Antonio Spurs,Utah Jazz,37.0
"Mon, Dec 14, 2015",Denver Nuggets,Houston Rockets,6.0
"Mon, Dec 14, 2015",Portland Trail Blazers,New Orleans Pelicans,4.0
"Tue, Dec 15, 2015",Boston Celtics,Cleveland Cavaliers,-12.0
"Tue, Dec 15, 2015",Minnesota Timberwolves,Denver Nuggets,-12.0
"Tue, Dec 15, 2015",Sacramento Kings,Houston Rockets,10.0
"Tue, Dec 15, 2015",Los Angeles Lakers,Milwaukee Bucks,18.0
"Wed, Dec 16, 2015",Indiana Pacers,Dallas Mavericks,26.0
"Wed, Dec 16, 2015",Orlando Magic,Charlotte Hornets,15.0
"Wed, Dec 16, 2015",Brooklyn Nets,Miami Heat,-6.0
"Wed, Dec 16, 2015",Detroit Pistons,Boston Celtics,3.0
"Wed, Dec 16, 2015",New York Knicks,Minnesota Timberwolves,5.0
"Wed, Dec 16, 2015",Atlanta Hawks,Philadelphia 76ers,21.0
"Wed, Dec 16, 2015",Chicago Bulls,Memphis Grizzlies,13.0
"Wed, Dec 16, 2015",Oklahoma City Thunder,Portland Trail Blazers,16.0
"Wed, Dec 16, 2015",San Antonio Spurs,Washington Wizards,19.0
"Wed, Dec 16, 2015",Utah Jazz,New Orleans Pelicans,-10.0
"Wed, Dec 16, 2015",Golden State Warriors,Phoenix Suns,25.0
"Wed, Dec 16, 2015",Los Angeles Clippers,Milwaukee Bucks,13.0
"Thu, Dec 17, 2015",Charlotte Hornets,Toronto Raptors,10.0
"Thu, Dec 17, 2015",Cleveland Cavaliers,Oklahoma City Thunder,4.0
"Thu, Dec 17, 2015",Los Angeles Lakers,Houston Rockets,-20.0
"Fri, Dec 18, 2015",Indiana Pacers,Brooklyn Nets,7.0
"Fri, Dec 18, 2015",Orlando Magic,Portland Trail Blazers,8.0
"Fri, Dec 18, 2015",Philadelphia 76ers,New York Knicks,-10.0
"Fri, Dec 18, 2015",Boston Celtics,Atlanta Hawks,-8.0
"Fri, Dec 18, 2015",Chicago Bulls,Detroit Pistons,-3.0
"Fri, Dec 18, 2015",Miami Heat,Toronto Raptors,-14.0
"Fri, Dec 18, 2015",Minnesota Timberwolves,Sacramento Kings,4.0
"Fri, Dec 18, 2015",San Antonio Spurs,Los Angeles Clippers,8.0
"Fri, Dec 18, 2015",Dallas Mavericks,Memphis Grizzlies,9.0
"Fri, Dec 18, 2015",Utah Jazz,Denver Nuggets,9.0
"Fri, Dec 18, 2015",Golden State Warriors,Milwaukee Bucks,9.0
"Fri, Dec 18, 2015",Phoenix Suns,New Orleans Pelicans,16.0
"Sat, Dec 19, 2015",Oklahoma City Thunder,Los Angeles Lakers,40.0
"Sat, Dec 19, 2015",Washington Wizards,Charlotte Hornets,8.0
"Sat, Dec 19, 2015",New York Knicks,Chicago Bulls,16.0
"Sat, Dec 19, 2015",Houston Rockets,Los Angeles Clippers,10.0
"Sat, Dec 19, 2015",Memphis Grizzlies,Indiana Pacers,12.0
"Sun, Dec 20, 2015",Brooklyn Nets,Minnesota Timberwolves,-15.0
"Sun, Dec 20, 2015",Miami Heat,Portland Trail Blazers,7.0
"Sun, Dec 20, 2015",Cleveland Cavaliers,Philadelphia 76ers,22.0
"Sun, Dec 20, 2015",Phoenix Suns,Milwaukee Bucks,-6.0
"Sun, Dec 20, 2015",Orlando Magic,Atlanta Hawks,-3.0
"Sun, Dec 20, 2015",Toronto Raptors,Sacramento Kings,-10.0
"Sun, Dec 20, 2015",Denver Nuggets,New Orleans Pelicans,-5.0
"Mon, Dec 21, 2015",Washington Wizards,Sacramento Kings,14.0
"Mon, Dec 21, 2015",Boston Celtics,Minnesota Timberwolves,14.0
"Mon, Dec 21, 2015",New York Knicks,Orlando Magic,-8.0
"Mon, Dec 21, 2015",Atlanta Hawks,Portland Trail Blazers,9.0
"Mon, Dec 21, 2015",Chicago Bulls,Brooklyn Nets,-3.0
"Mon, Dec 21, 2015",Houston Rockets,Charlotte Hornets,7.0
"Mon, Dec 21, 2015",San Antonio Spurs,Indiana Pacers,14.0
"Mon, Dec 21, 2015",Utah Jazz,Phoenix Suns,21.0
"Mon, Dec 21, 2015",Los Angeles Clippers,Oklahoma City Thunder,-1.0
"Tue, Dec 22, 2015",Philadelphia 76ers,Memphis Grizzlies,-14.0
"Tue, Dec 22, 2015",Miami Heat,Detroit Pistons,-1.0
"Tue, Dec 22, 2015",Toronto Raptors,Dallas Mavericks,4.0
"Tue, Dec 22, 2015",Denver Nuggets,Los Angeles Lakers,-4.0
"Wed, Dec 23, 2015",Charlotte Hornets,Boston Celtics,-13.0
"Wed, Dec 23, 2015",Cleveland Cavaliers,New York Knicks,7.0
"Wed, Dec 23, 2015",Indiana Pacers,Sacramento Kings,-2.0
"Wed, Dec 23, 2015",Orlando Magic,Houston Rockets,3.0
"Wed, Dec 23, 2015",Washington Wizards,Memphis Grizzlies,9.0
"Wed, Dec 23, 2015",Brooklyn Nets,Dallas Mavericks,-1.0
"Wed, Dec 23, 2015",Atlanta Hawks,Detroit Pistons,7.0
"Wed, Dec 23, 2015",Milwaukee Bucks,Philadelphia 76ers,13.0
"Wed, Dec 23, 2015",Minnesota Timberwolves,San Antonio Spurs,-25.0
"Wed, Dec 23, 2015",New Orleans Pelicans,Portland Trail Blazers,26.0
"Wed, Dec 23, 2015",Phoenix Suns,Denver Nuggets,-8.0
"Wed, Dec 23, 2015",Golden State Warriors,Utah Jazz,18.0
"Wed, Dec 23, 2015",Los Angeles Lakers,Oklahoma City Thunder,-35.0
"Fri, Dec 25, 2015",Miami Heat,New Orleans Pelicans,6.0
"Fri, Dec 25, 2015",Oklahoma City Thunder,Chicago Bulls,-9.0
"Fri, Dec 25, 2015",Golden State Warriors,Cleveland Cavaliers,6.0
"Fri, Dec 25, 2015",Houston Rockets,San Antonio Spurs,4.0
"Fri, Dec 25, 2015",Los Angeles Lakers,Los Angeles Clippers,-10.0
"Sat, Dec 26, 2015",Brooklyn Nets,Washington Wizards,-15.0
"Sat, Dec 26, 2015",Milwaukee Bucks,Toronto Raptors,-21.0
"Sat, Dec 26, 2015",Charlotte Hornets,Memphis Grizzlies,6.0
"Sat, Dec 26, 2015",New Orleans Pelicans,Houston Rockets,2.0
"Sat, Dec 26, 2015",Orlando Magic,Miami Heat,-7.0
"Sat, Dec 26, 2015",Atlanta Hawks,New York Knicks,19.0
"Sat, Dec 26, 2015",Detroit Pistons,Boston Celtics,-6.0
"Sat, Dec 26, 2015",Minnesota Timberwolves,Indiana Pacers,-14.0
"Sat, Dec 26, 2015",Dallas Mavericks,Chicago Bulls,7.0
"Sat, Dec 26, 2015",San Antonio Spurs,Denver Nuggets,15.0
"Sat, Dec 26, 2015",Phoenix Suns,Philadelphia 76ers,-7.0
"Sat, Dec 26, 2015",Utah Jazz,Los Angeles Clippers,-5.0
"Sat, Dec 26, 2015",Portland Trail Blazers,Cleveland Cavaliers,29.0
"Sun, Dec 27, 2015",Memphis Grizzlies,Los Angeles Lakers,16.0
"Sun, Dec 27, 2015",Boston Celtics,New York Knicks,9.0
"Sun, Dec 27, 2015",Oklahoma City Thunder,Denver Nuggets,10.0
"Sun, Dec 27, 2015",Sacramento Kings,Portland Trail Blazers,-4.0
"Mon, Dec 28, 2015",Charlotte Hornets,Los Angeles Lakers,10.0
"Mon, Dec 28, 2015",Indiana Pacers,Atlanta Hawks,6.0
"Mon, Dec 28, 2015",Orlando Magic,New Orleans Pelicans,15.0
"Mon, Dec 28, 2015",Washington Wizards,Los Angeles Clippers,-17.0
"Mon, Dec 28, 2015",Miami Heat,Brooklyn Nets,-6.0
"Mon, Dec 28, 2015",Chicago Bulls,Toronto Raptors,7.0
"Mon, Dec 28, 2015",Dallas Mavericks,Milwaukee Bucks,10.0
"Mon, Dec 28, 2015",San Antonio Spurs,Minnesota Timberwolves,6.0
"Mon, Dec 28, 2015",Phoenix Suns,Cleveland Cavaliers,-4.0
"Mon, Dec 28, 2015",Utah Jazz,Philadelphia 76ers,4.0
"Mon, Dec 28, 2015",Golden State Warriors,Sacramento Kings,19.0
"Tue, Dec 29, 2015",New York Knicks,Detroit Pistons,12.0
"Tue, Dec 29, 2015",Houston Rockets,Atlanta Hawks,-6.0
"Tue, Dec 29, 2015",Memphis Grizzlies,Miami Heat,9.0
"Tue, Dec 29, 2015",Oklahoma City Thunder,Milwaukee Bucks,8.0
"Tue, Dec 29, 2015",Denver Nuggets,Cleveland Cavaliers,-6.0
"Wed, Dec 30, 2015",Charlotte Hornets,Los Angeles Clippers,-5.0
"Wed, Dec 30, 2015",Orlando Magic,Brooklyn Nets,7.0
"Wed, Dec 30, 2015",Boston Celtics,Los Angeles Lakers,-8.0
"Wed, Dec 30, 2015",Toronto Raptors,Washington Wizards,3.0
"Wed, Dec 30, 2015",Chicago Bulls,Indiana Pacers,2.0
"Wed, Dec 30, 2015",Minnesota Timberwolves,Utah Jazz,14.0
"Wed, Dec 30, 2015",Dallas Mavericks,Golden State Warriors,23.0
"Wed, Dec 30, 2015",San Antonio Spurs,Phoenix Suns,33.0
"Wed, Dec 30, 2015",Portland Trail Blazers,Denver Nuggets,7.0
"Wed, Dec 30, 2015",Sacramento Kings,Philadelphia 76ers,-5.0
"Thu, Dec 31, 2015",Detroit Pistons,Minnesota Timberwolves,25.0
"Thu, Dec 31, 2015",Indiana Pacers,Milwaukee Bucks,-4.0
"Thu, Dec 31, 2015",Houston Rockets,Golden State Warriors,-4.0
"Thu, Dec 31, 2015",New Orleans Pelicans,Los Angeles Clippers,-6.0
"Thu, Dec 31, 2015",Oklahoma City Thunder,Phoenix Suns,4.0
"Thu, Dec 31, 2015",Utah Jazz,Portland Trail Blazers,13.0
"Fri, Jan 1, 2016",Washington Wizards,Orlando Magic,12.0
"Fri, Jan 1, 2016",Miami Heat,Dallas Mavericks,24.0
"Fri, Jan 1, 2016",Toronto Raptors,Charlotte Hornets,10.0
"Fri, Jan 1, 2016",Chicago Bulls,New York Knicks,27.0
"Fri, Jan 1, 2016",Los Angeles Lakers,Philadelphia 76ers,9.0
"Sat, Jan 2, 2016",Boston Celtics,Brooklyn Nets,-3.0
"Sat, Jan 2, 2016",Sacramento Kings,Phoenix Suns,23.0
"Sat, Jan 2, 2016",Charlotte Hornets,Oklahoma City Thunder,-19.0
"Sat, Jan 2, 2016",Indiana Pacers,Detroit Pistons,12.0
"Sat, Jan 2, 2016",Cleveland Cavaliers,Orlando Magic,25.0
"Sat, Jan 2, 2016",Minnesota Timberwolves,Milwaukee Bucks,-10.0
"Sat, Jan 2, 2016",Dallas Mavericks,New Orleans Pelicans,-7.0
"Sat, Jan 2, 2016",San Antonio Spurs,Houston Rockets,18.0
"Sat, Jan 2, 2016",Utah Jazz,Memphis Grizzlies,5.0
"Sat, Jan 2, 2016",Golden State Warriors,Denver Nuggets,3.0
"Sat, Jan 2, 2016",Los Angeles Clippers,Philadelphia 76ers,31.0
"Sun, Jan 3, 2016",New York Knicks,Atlanta Hawks,14.0
"Sun, Jan 3, 2016",Toronto Raptors,Chicago Bulls,-2.0
"Sun, Jan 3, 2016",Washington Wizards,Miami Heat,-22.0
"Sun, Jan 3, 2016",Denver Nuggets,Portland Trail Blazers,-6.0
"Sun, Jan 3, 2016",Los Angeles Lakers,Phoenix Suns,20.0
"Mon, Jan 4, 2016",Cleveland Cavaliers,Toronto Raptors,22.0
"Mon, Jan 4, 2016",Philadelphia 76ers,Minnesota Timberwolves,10.0
"Mon, Jan 4, 2016",Brooklyn Nets,Boston Celtics,-9.0
"Mon, Jan 4, 2016",Detroit Pistons,Orlando Magic,26.0
"Mon, Jan 4, 2016",Miami Heat,Indiana Pacers,3.0
"Mon, Jan 4, 2016",Milwaukee Bucks,San Antonio Spurs,-25.0
"Mon, Jan 4, 2016",Oklahoma City Thunder,Sacramento Kings,-12.0
"Mon, Jan 4, 2016",Utah Jazz,Houston Rockets,-2.0
"Mon, Jan 4, 2016",Portland Trail Blazers,Memphis Grizzlies,-13.0
"Mon, Jan 4, 2016",Golden State Warriors,Charlotte Hornets,10.0
"Tue, Jan 5, 2016",Atlanta Hawks,New York Knicks,-6.0
"Tue, Jan 5, 2016",Chicago Bulls,Milwaukee Bucks,11.0
"Tue, Jan 5, 2016",Dallas Mavericks,Sacramento Kings,1.0
"Tue, Jan 5, 2016",Los Angeles Lakers,Golden State Warriors,-21.0
"Wed, Jan 6, 2016",Miami Heat,New York Knicks,-8.0
"Wed, Jan 6, 2016",Orlando Magic,Indiana Pacers,-9.0
"Wed, Jan 6, 2016",Washington Wizards,Cleveland Cavaliers,-6.0
"Wed, Jan 6, 2016",Boston Celtics,Detroit Pistons,-5.0
"Wed, Jan 6, 2016",Brooklyn Nets,Toronto Raptors,-17.0
"Wed, Jan 6, 2016",Minnesota Timberwolves,Denver Nuggets,-4.0
"Wed, Jan 6, 2016",New Orleans Pelicans,Dallas Mavericks,-9.0
"Wed, Jan 6, 2016",San Antonio Spurs,Utah Jazz,25.0
"Wed, Jan 6, 2016",Phoenix Suns,Charlotte Hornets,9.0
"Wed, Jan 6, 2016",Oklahoma City Thunder,Memphis Grizzlies,18.0
"Wed, Jan 6, 2016",Portland Trail Blazers,Los Angeles Clippers,-11.0
"Thu, Jan 7, 2016",Philadelphia 76ers,Atlanta Hawks,-28.0
"Thu, Jan 7, 2016",Chicago Bulls,Boston Celtics,9.0
"Thu, Jan 7, 2016",Houston Rockets,Utah Jazz,9.0
"Thu, Jan 7, 2016",Sacramento Kings,Los Angeles Lakers,3.0
"Fri, Jan 8, 2016",Washington Wizards,Toronto Raptors,-9.0
"Fri, Jan 8, 2016",Brooklyn Nets,Orlando Magic,-6.0
"Fri, Jan 8, 2016",Memphis Grizzlies,Denver Nuggets,7.0
"Fri, Jan 8, 2016",Milwaukee Bucks,Dallas Mavericks,1.0
"Fri, Jan 8, 2016",Minnesota Timberwolves,Cleveland Cavaliers,-26.0
"Fri, Jan 8, 2016",New Orleans Pelicans,Indiana Pacers,-5.0
"Fri, Jan 8, 2016",San Antonio Spurs,New York Knicks,1.0
"Fri, Jan 8, 2016",Phoenix Suns,Miami Heat,-8.0
"Fri, Jan 8, 2016",Portland Trail Blazers,Golden State Warriors,-20.0
"Fri, Jan 8, 2016",Los Angeles Lakers,Oklahoma City Thunder,-4.0
"Sat, Jan 9, 2016",Los Angeles Clippers,Charlotte Hornets,14.0
"Sat, Jan 9, 2016",Atlanta Hawks,Chicago Bulls,15.0
"Sat, Jan 9, 2016",Orlando Magic,Washington Wizards,-6.0
"Sat, Jan 9, 2016",Detroit Pistons,Brooklyn Nets,14.0
"Sat, Jan 9, 2016",Philadelphia 76ers,Toronto Raptors,-13.0
"Sat, Jan 9, 2016",Utah Jazz,Miami Heat,15.0
"Sat, Jan 9, 2016",Sacramento Kings,Golden State Warriors,-12.0
"Sun, Jan 10, 2016",Los Angeles Clippers,New Orleans Pelicans,3.0
"Sun, Jan 10, 2016",Minnesota Timberwolves,Dallas Mavericks,-6.0
"Sun, Jan 10, 2016",Memphis Grizzlies,Boston Celtics,3.0
"Sun, Jan 10, 2016",Philadelphia 76ers,Cleveland Cavaliers,-10.0
"Sun, Jan 10, 2016",Houston Rockets,Indiana Pacers,4.0
"Sun, Jan 10, 2016",New York Knicks,Milwaukee Bucks,12.0
"Sun, Jan 10, 2016",Denver Nuggets,Charlotte Hornets,3.0
"Sun, Jan 10, 2016",Portland Trail Blazers,Oklahoma City Thunder,5.0
"Sun, Jan 10, 2016",Los Angeles Lakers,Utah Jazz,-12.0
"Mon, Jan 11, 2016",Brooklyn Nets,San Antonio Spurs,-27.0
"Mon, Jan 11, 2016",Chicago Bulls,Washington Wizards,-14.0
"Mon, Jan 11, 2016",Golden State Warriors,Miami Heat,8.0
"Tue, Jan 12, 2016",Indiana Pacers,Phoenix Suns,19.0
"Tue, Jan 12, 2016",Detroit Pistons,San Antonio Spurs,-10.0
"Tue, Jan 12, 2016",New York Knicks,Boston Celtics,6.0
"Tue, Jan 12, 2016",Memphis Grizzlies,Houston Rockets,-16.0
"Tue, Jan 12, 2016",Milwaukee Bucks,Chicago Bulls,5.0
"Tue, Jan 12, 2016",Minnesota Timberwolves,Oklahoma City Thunder,-5.0
"Tue, Jan 12, 2016",Dallas Mavericks,Cleveland Cavaliers,-3.0
"Tue, Jan 12, 2016",Los Angeles Lakers,New Orleans Pelicans,4.0
"Wed, Jan 13, 2016",Charlotte Hornets,Atlanta Hawks,23.0
"Wed, Jan 13, 2016",Washington Wizards,Milwaukee Bucks,5.0
"Wed, Jan 13, 2016",Brooklyn Nets,New York Knicks,6.0
"Wed, Jan 13, 2016",Boston Celtics,Indiana Pacers,9.0
"Wed, Jan 13, 2016",Houston Rockets,Minnesota Timberwolves,3.0
"Wed, Jan 13, 2016",Oklahoma City Thunder,Dallas Mavericks,19.0
"Wed, Jan 13, 2016",Denver Nuggets,Golden State Warriors,2.0
"Wed, Jan 13, 2016",Portland Trail Blazers,Utah Jazz,14.0
"Wed, Jan 13, 2016",Sacramento Kings,New Orleans Pelicans,-12.0
"Wed, Jan 13, 2016",Los Angeles Clippers,Miami Heat,14.0
"Thu, Jan 14, 2016",Orlando Magic,Toronto Raptors,-3.0
"Thu, Jan 14, 2016",Philadelphia 76ers,Chicago Bulls,-4.0
"Thu, Jan 14, 2016",Memphis Grizzlies,Detroit Pistons,2.0
"Thu, Jan 14, 2016",San Antonio Spurs,Cleveland Cavaliers,4.0
"Thu, Jan 14, 2016",Utah Jazz,Sacramento Kings,-2.0
"Thu, Jan 14, 2016",Golden State Warriors,Los Angeles Lakers,18.0
"Fri, Jan 15, 2016",Indiana Pacers,Washington Wizards,-14.0
"Fri, Jan 15, 2016",Oklahoma City Thunder,Minnesota Timberwolves,20.0
"Fri, Jan 15, 2016",Boston Celtics,Phoenix Suns,14.0
"Fri, Jan 15, 2016",Brooklyn Nets,Portland Trail Blazers,-12.0
"Fri, Jan 15, 2016",Chicago Bulls,Dallas Mavericks,-6.0
"Fri, Jan 15, 2016",Milwaukee Bucks,Atlanta Hawks,7.0
"Fri, Jan 15, 2016",New Orleans Pelicans,Charlotte Hornets,2.0
"Fri, Jan 15, 2016",Denver Nuggets,Miami Heat,-3.0
"Fri, Jan 15, 2016",Houston Rockets,Cleveland Cavaliers,-14.0
"Sat, Jan 16, 2016",Charlotte Hornets,Milwaukee Bucks,-13.0
"Sat, Jan 16, 2016",Atlanta Hawks,Brooklyn Nets,28.0
"Sat, Jan 16, 2016",Detroit Pistons,Golden State Warriors,18.0
"Sat, Jan 16, 2016",Philadelphia 76ers,Portland Trail Blazers,25.0
"Sat, Jan 16, 2016",Washington Wizards,Boston Celtics,-2.0
"Sat, Jan 16, 2016",Memphis Grizzlies,New York Knicks,8.0
"Sat, Jan 16, 2016",Utah Jazz,Los Angeles Lakers,27.0
"Sat, Jan 16, 2016",Los Angeles Clippers,Sacramento Kings,-7.0
"Sun, Jan 17, 2016",Minnesota Timberwolves,Phoenix Suns,30.0
"Sun, Jan 17, 2016",Oklahoma City Thunder,Miami Heat,25.0
"Sun, Jan 17, 2016",San Antonio Spurs,Dallas Mavericks,29.0
"Sun, Jan 17, 2016",Denver Nuggets,Indiana Pacers,3.0
"Sun, Jan 17, 2016",Los Angeles Lakers,Houston Rockets,-17.0
"Mon, Jan 18, 2016",New York Knicks,Philadelphia 76ers,6.0
"Mon, Jan 18, 2016",Charlotte Hornets,Utah Jazz,5.0
"Mon, Jan 18, 2016",Washington Wizards,Portland Trail Blazers,-10.0
"Mon, Jan 18, 2016",Memphis Grizzlies,New Orleans Pelicans,2.0
"Mon, Jan 18, 2016",Detroit Pistons,Chicago Bulls,-10.0
"Mon, Jan 18, 2016",Atlanta Hawks,Orlando Magic,17.0
"Mon, Jan 18, 2016",Toronto Raptors,Brooklyn Nets,12.0
"Mon, Jan 18, 2016",Cleveland Cavaliers,Golden State Warriors,-34.0
"Mon, Jan 18, 2016",Dallas Mavericks,Boston Celtics,5.0
"Mon, Jan 18, 2016",Los Angeles Clippers,Houston Rockets,8.0
"Tue, Jan 19, 2016",Miami Heat,Milwaukee Bucks,-12.0
"Tue, Jan 19, 2016",New Orleans Pelicans,Minnesota Timberwolves,15.0
"Tue, Jan 19, 2016",Denver Nuggets,Oklahoma City Thunder,-6.0
"Tue, Jan 19, 2016",Phoenix Suns,Indiana Pacers,-3.0
"Wed, Jan 20, 2016",Orlando Magic,Philadelphia 76ers,-9.0
"Wed, Jan 20, 2016",Washington Wizards,Miami Heat,19.0
"Wed, Jan 20, 2016",Brooklyn Nets,Cleveland Cavaliers,-13.0
"Wed, Jan 20, 2016",New York Knicks,Utah Jazz,7.0
"Wed, Jan 20, 2016",Toronto Raptors,Boston Celtics,6.0
"Wed, Jan 20, 2016",Chicago Bulls,Golden State Warriors,-31.0
"Wed, Jan 20, 2016",Houston Rockets,Detroit Pistons,-9.0
"Wed, Jan 20, 2016",Oklahoma City Thunder,Charlotte Hornets,14.0
"Wed, Jan 20, 2016",Dallas Mavericks,Minnesota Timberwolves,12.0
"Wed, Jan 20, 2016",Los Angeles Lakers,Sacramento Kings,-19.0
"Wed, Jan 20, 2016",Portland Trail Blazers,Atlanta Hawks,-6.0
"Thu, Jan 21, 2016",Cleveland Cavaliers,Los Angeles Clippers,13.0
"Thu, Jan 21, 2016",New Orleans Pelicans,Detroit Pistons,16.0
"Thu, Jan 21, 2016",Denver Nuggets,Memphis Grizzlies,-1.0
"Thu, Jan 21, 2016",Sacramento Kings,Atlanta Hawks,3.0
"Thu, Jan 21, 2016",Phoenix Suns,San Antonio Spurs,-28.0
"Fri, Jan 22, 2016",Orlando Magic,Charlotte Hornets,-4.0
"Fri, Jan 22, 2016",Boston Celtics,Chicago Bulls,9.0
"Fri, Jan 22, 2016",Brooklyn Nets,Utah Jazz,-22.0
"Fri, Jan 22, 2016",New York Knicks,Los Angeles Clippers,-28.0
"Fri, Jan 22, 2016",Houston Rockets,Milwaukee Bucks,4.0
"Fri, Jan 22, 2016",Toronto Raptors,Miami Heat,20.0
"Fri, Jan 22, 2016",Dallas Mavericks,Oklahoma City Thunder,-3.0
"Fri, Jan 22, 2016",Golden State Warriors,Indiana Pacers,12.0
"Fri, Jan 22, 2016",Los Angeles Lakers,San Antonio Spurs,-13.0
"Sat, Jan 23, 2016",Charlotte Hornets,New York Knicks,13.0
"Sat, Jan 23, 2016",New Orleans Pelicans,Milwaukee Bucks,17.0
"Sat, Jan 23, 2016",Minnesota Timberwolves,Memphis Grizzlies,5.0
"Sat, Jan 23, 2016",Cleveland Cavaliers,Chicago Bulls,-13.0
"Sat, Jan 23, 2016",Phoenix Suns,Atlanta Hawks,3.0
"Sat, Jan 23, 2016",Denver Nuggets,Detroit Pistons,3.0
"Sat, Jan 23, 2016",Portland Trail Blazers,Los Angeles Lakers,18.0
"Sat, Jan 23, 2016",Sacramento Kings,Indiana Pacers,11.0
"Sun, Jan 24, 2016",Houston Rockets,Dallas Mavericks,11.0
"Sun, Jan 24, 2016",Toronto Raptors,Los Angeles Clippers,18.0
"Sun, Jan 24, 2016",Philadelphia 76ers,Boston Celtics,-20.0
"Sun, Jan 24, 2016",Brooklyn Nets,Oklahoma City Thunder,10.0
"Mon, Jan 25, 2016",Cleveland Cavaliers,Minnesota Timberwolves,7.0
"Mon, Jan 25, 2016",Washington Wizards,Boston Celtics,-25.0
"Mon, Jan 25, 2016",Chicago Bulls,Miami Heat,-5.0
"Mon, Jan 25, 2016",Memphis Grizzlies,Orlando Magic,6.0
"Mon, Jan 25, 2016",New Orleans Pelicans,Houston Rockets,-1.0
"Mon, Jan 25, 2016",Denver Nuggets,Atlanta Hawks,-14.0
"Mon, Jan 25, 2016",Utah Jazz,Detroit Pistons,-3.0
"Mon, Jan 25, 2016",Sacramento Kings,Charlotte Hornets,-1.0
"Mon, Jan 25, 2016",Golden State Warriors,San Antonio Spurs,30.0
"Tue, Jan 26, 2016",Indiana Pacers,Los Angeles Clippers,-2.0
"Tue, Jan 26, 2016",Philadelphia 76ers,Phoenix Suns,10.0
"Tue, Jan 26, 2016",Brooklyn Nets,Miami Heat,-4.0
"Tue, Jan 26, 2016",New York Knicks,Oklahoma City Thunder,-6.0
"Tue, Jan 26, 2016",Toronto Raptors,Washington Wizards,17.0
"Tue, Jan 26, 2016",Milwaukee Bucks,Orlando Magic,7.0
"Tue, Jan 26, 2016",Portland Trail Blazers,Sacramento Kings,15.0
"Tue, Jan 26, 2016",Los Angeles Lakers,Dallas Mavericks,-2.0
"Wed, Jan 27, 2016",Cleveland Cavaliers,Phoenix Suns,22.0
"Wed, Jan 27, 2016",Boston Celtics,Denver Nuggets,8.0
"Wed, Jan 27, 2016",Detroit Pistons,Philadelphia 76ers,13.0
"Wed, Jan 27, 2016",Atlanta Hawks,Los Angeles Clippers,-2.0
"Wed, Jan 27, 2016",Minnesota Timberwolves,Oklahoma City Thunder,-3.0
"Wed, Jan 27, 2016",San Antonio Spurs,Houston Rockets,31.0
"Wed, Jan 27, 2016",Utah Jazz,Charlotte Hornets,29.0
"Wed, Jan 27, 2016",Golden State Warriors,Dallas Mavericks,20.0
"Thu, Jan 28, 2016",Indiana Pacers,Atlanta Hawks,19.0
"Thu, Jan 28, 2016",Washington Wizards,Denver Nuggets,-4.0
"Thu, Jan 28, 2016",Memphis Grizzlies,Milwaukee Bucks,20.0
"Thu, Jan 28, 2016",New Orleans Pelicans,Sacramento Kings,9.0
"Thu, Jan 28, 2016",Toronto Raptors,New York Knicks,10.0
"Thu, Jan 28, 2016",Los Angeles Lakers,Chicago Bulls,-23.0
"Fri, Jan 29, 2016",Boston Celtics,Orlando Magic,19.0
"Fri, Jan 29, 2016",Detroit Pistons,Cleveland Cavaliers,-8.0
"Fri, Jan 29, 2016",New York Knicks,Phoenix Suns,18.0
"Fri, Jan 29, 2016",Milwaukee Bucks,Miami Heat,-4.0
"Fri, Jan 29, 2016",Oklahoma City Thunder,Houston Rockets,8.0
"Fri, Jan 29, 2016",Dallas Mavericks,Brooklyn Nets,12.0
"Fri, Jan 29, 2016",Utah Jazz,Minnesota Timberwolves,13.0
"Fri, Jan 29, 2016",Portland Trail Blazers,Charlotte Hornets,18.0
"Fri, Jan 29, 2016",Los Angeles Clippers,Los Angeles Lakers,12.0
"Sat, Jan 30, 2016",Philadelphia 76ers,Golden State Warriors,-3.0
"Sat, Jan 30, 2016",Toronto Raptors,Detroit Pistons,4.0
"Sat, Jan 30, 2016",Indiana Pacers,Denver Nuggets,4.0
"Sat, Jan 30, 2016",New Orleans Pelicans,Brooklyn Nets,2.0
"Sat, Jan 30, 2016",Houston Rockets,Washington Wizards,-1.0
"Sat, Jan 30, 2016",Memphis Grizzlies,Sacramento Kings,4.0
"Sat, Jan 30, 2016",Cleveland Cavaliers,San Antonio Spurs,14.0
"Sun, Jan 31, 2016",Los Angeles Clippers,Chicago Bulls,27.0
"Sun, Jan 31, 2016",Miami Heat,Atlanta Hawks,18.0
"Sun, Jan 31, 2016",Orlando Magic,Boston Celtics,5.0
"Sun, Jan 31, 2016",Dallas Mavericks,Phoenix Suns,13.0
"Sun, Jan 31, 2016",New York Knicks,Golden State Warriors,-21.0
"Sun, Jan 31, 2016",Portland Trail Blazers,Minnesota Timberwolves,3.0
"Sun, Jan 31, 2016",Los Angeles Lakers,Charlotte Hornets,-19.0
"Mon, Feb 1, 2016",Indiana Pacers,Cleveland Cavaliers,-5.0
"Mon, Feb 1, 2016",Brooklyn Nets,Detroit Pistons,-5.0
