Date,Home/Neutral,Visitor/Neutral,Diifference
"Mon, Nov 14, 2016",New Orleans Pelicans,Boston Celtics,1.0
"Mon, Nov 14, 2016",San Antonio Spurs,Miami Heat,4.0
"Mon, Nov 14, 2016",Utah Jazz,Memphis Grizzlies,-6.0
"Mon, Nov 14, 2016",Los Angeles Clippers,Brooklyn Nets,32.0
"Tue, Nov 15, 2016",Cleveland Cavaliers,Toronto Raptors,4.0
"Tue, Nov 15, 2016",Miami Heat,Atlanta Hawks,-3.0
"Tue, Nov 15, 2016",Minnesota Timberwolves,Charlotte Hornets,-7.0
"Tue, Nov 15, 2016",Portland Trail Blazers,Chicago Bulls,-25.0
"Tue, Nov 15, 2016",Los Angeles Lakers,Brooklyn Nets,7.0
"Wed, Nov 16, 2016",Indiana Pacers,Cleveland Cavaliers,10.0
"Wed, Nov 16, 2016",Orlando Magic,New Orleans Pelicans,7.0
"Wed, Nov 16, 2016",Philadelphia 76ers,Washington Wizards,7.0
"Wed, Nov 16, 2016",Atlanta Hawks,Milwaukee Bucks,7.0
"Wed, Nov 16, 2016",Boston Celtics,Dallas Mavericks,7.0
"Wed, Nov 16, 2016",New York Knicks,Detroit Pistons,3.0
"Wed, Nov 16, 2016",Oklahoma City Thunder,Houston Rockets,2.0
"Wed, Nov 16, 2016",Toronto Raptors,Golden State Warriors,-6.0
"Wed, Nov 16, 2016",Denver Nuggets,Phoenix Suns,16.0
"Wed, Nov 16, 2016",Los Angeles Clippers,Memphis Grizzlies,-4.0
"Wed, Nov 16, 2016",Sacramento Kings,San Antonio Spurs,-5.0
"Thu, Nov 17, 2016",Washington Wizards,New York Knicks,7.0
"Thu, Nov 17, 2016",Miami Heat,Milwaukee Bucks,23.0
"Thu, Nov 17, 2016",Houston Rockets,Portland Trail Blazers,17.0
"Thu, Nov 17, 2016",Minnesota Timberwolves,Philadelphia 76ers,24.0
"Thu, Nov 17, 2016",Utah Jazz,Chicago Bulls,-8.0
"Fri, Nov 18, 2016",Charlotte Hornets,Atlanta Hawks,4.0
"Fri, Nov 18, 2016",Indiana Pacers,Phoenix Suns,-20.0
"Fri, Nov 18, 2016",Cleveland Cavaliers,Detroit Pistons,23.0
"Fri, Nov 18, 2016",Boston Celtics,Golden State Warriors,-16.0
"Fri, Nov 18, 2016",New Orleans Pelicans,Portland Trail Blazers,12.0
"Fri, Nov 18, 2016",Oklahoma City Thunder,Brooklyn Nets,19.0
"Fri, Nov 18, 2016",Dallas Mavericks,Memphis Grizzlies,-16.0
"Fri, Nov 18, 2016",Denver Nuggets,Toronto Raptors,-2.0
"Fri, Nov 18, 2016",Los Angeles Lakers,San Antonio Spurs,-9.0
"Fri, Nov 18, 2016",Sacramento Kings,Los Angeles Clippers,-6.0
"Sat, Nov 19, 2016",Houston Rockets,Utah Jazz,9.0
"Sat, Nov 19, 2016",Detroit Pistons,Boston Celtics,-2.0
"Sat, Nov 19, 2016",New Orleans Pelicans,Charlotte Hornets,5.0
"Sat, Nov 19, 2016",Orlando Magic,Dallas Mavericks,8.0
"Sat, Nov 19, 2016",Washington Wizards,Miami Heat,-3.0
"Sat, Nov 19, 2016",Philadelphia 76ers,Phoenix Suns,15.0
"Sat, Nov 19, 2016",Memphis Grizzlies,Minnesota Timberwolves,22.0
"Sat, Nov 19, 2016",Milwaukee Bucks,Golden State Warriors,-3.0
"Sat, Nov 19, 2016",Los Angeles Clippers,Chicago Bulls,7.0
"Sun, Nov 20, 2016",New York Knicks,Atlanta Hawks,10.0
"Sun, Nov 20, 2016",Brooklyn Nets,Portland Trail Blazers,-20.0
"Sun, Nov 20, 2016",Oklahoma City Thunder,Indiana Pacers,-4.0
"Sun, Nov 20, 2016",Denver Nuggets,Utah Jazz,14.0
"Sun, Nov 20, 2016",Sacramento Kings,Toronto Raptors,3.0
"Sun, Nov 20, 2016",Los Angeles Lakers,Chicago Bulls,-8.0
"Mon, Nov 21, 2016",Charlotte Hornets,Memphis Grizzlies,-15.0
"Mon, Nov 21, 2016",Indiana Pacers,Golden State Warriors,-37.0
"Mon, Nov 21, 2016",Philadelphia 76ers,Miami Heat,7.0
"Mon, Nov 21, 2016",Washington Wizards,Phoenix Suns,5.0
"Mon, Nov 21, 2016",Detroit Pistons,Houston Rockets,-3.0
"Mon, Nov 21, 2016",Milwaukee Bucks,Orlando Magic,4.0
"Mon, Nov 21, 2016",Minnesota Timberwolves,Boston Celtics,-6.0
"Mon, Nov 21, 2016",San Antonio Spurs,Dallas Mavericks,5.0
"Mon, Nov 21, 2016",Los Angeles Clippers,Toronto Raptors,8.0
"Tue, Nov 22, 2016",Atlanta Hawks,New Orleans Pelicans,-18.0
"Tue, Nov 22, 2016",New York Knicks,Portland Trail Blazers,4.0
"Tue, Nov 22, 2016",Denver Nuggets,Chicago Bulls,3.0
"Tue, Nov 22, 2016",Los Angeles Lakers,Oklahoma City Thunder,2.0
"Wed, Nov 23, 2016",Charlotte Hornets,San Antonio Spurs,-5.0
"Wed, Nov 23, 2016",Cleveland Cavaliers,Portland Trail Blazers,12.0
"Wed, Nov 23, 2016",Indiana Pacers,Atlanta Hawks,-11.0
"Wed, Nov 23, 2016",Orlando Magic,Phoenix Suns,-5.0
"Wed, Nov 23, 2016",Philadelphia 76ers,Memphis Grizzlies,-5.0
"Wed, Nov 23, 2016",Brooklyn Nets,Boston Celtics,-19.0
"Wed, Nov 23, 2016",Detroit Pistons,Miami Heat,23.0
"Wed, Nov 23, 2016",Houston Rockets,Toronto Raptors,-13.0
"Wed, Nov 23, 2016",Dallas Mavericks,Los Angeles Clippers,-20.0
"Wed, Nov 23, 2016",Utah Jazz,Denver Nuggets,25.0
"Wed, Nov 23, 2016",New Orleans Pelicans,Minnesota Timberwolves,21.0
"Wed, Nov 23, 2016",Golden State Warriors,Los Angeles Lakers,43.0
"Wed, Nov 23, 2016",Sacramento Kings,Oklahoma City Thunder,15.0
"Fri, Nov 25, 2016",Boston Celtics,San Antonio Spurs,-6.0
"Fri, Nov 25, 2016",Orlando Magic,Washington Wizards,-3.0
"Fri, Nov 25, 2016",Cleveland Cavaliers,Dallas Mavericks,38.0
"Fri, Nov 25, 2016",Detroit Pistons,Los Angeles Clippers,11.0
"Fri, Nov 25, 2016",New York Knicks,Charlotte Hornets,2.0
"Fri, Nov 25, 2016",Philadelphia 76ers,Chicago Bulls,-16.0
"Fri, Nov 25, 2016",Indiana Pacers,Brooklyn Nets,21.0
"Fri, Nov 25, 2016",Memphis Grizzlies,Miami Heat,-9.0
"Fri, Nov 25, 2016",Milwaukee Bucks,Toronto Raptors,-6.0
"Fri, Nov 25, 2016",Utah Jazz,Atlanta Hawks,27.0
"Fri, Nov 25, 2016",Denver Nuggets,Oklahoma City Thunder,-3.0
"Fri, Nov 25, 2016",Phoenix Suns,Minnesota Timberwolves,-13.0
"Fri, Nov 25, 2016",Portland Trail Blazers,New Orleans Pelicans,15.0
"Fri, Nov 25, 2016",Los Angeles Lakers,Golden State Warriors,-24.0
"Fri, Nov 25, 2016",Sacramento Kings,Houston Rockets,-13.0
"Sat, Nov 26, 2016",Charlotte Hornets,New York Knicks,5.0
"Sat, Nov 26, 2016",Washington Wizards,San Antonio Spurs,-12.0
"Sat, Nov 26, 2016",Miami Heat,Memphis Grizzlies,-3.0
"Sat, Nov 26, 2016",Oklahoma City Thunder,Detroit Pistons,18.0
"Sat, Nov 26, 2016",Golden State Warriors,Minnesota Timberwolves,13.0
"Sun, Nov 27, 2016",Philadelphia 76ers,Cleveland Cavaliers,-4.0
"Sun, Nov 27, 2016",Phoenix Suns,Denver Nuggets,-6.0
"Sun, Nov 27, 2016",Brooklyn Nets,Sacramento Kings,-17.0
"Sun, Nov 27, 2016",Indiana Pacers,Los Angeles Clippers,21.0
"Sun, Nov 27, 2016",Orlando Magic,Milwaukee Bucks,-8.0
"Sun, Nov 27, 2016",Dallas Mavericks,New Orleans Pelicans,10.0
"Sun, Nov 27, 2016",Portland Trail Blazers,Houston Rockets,-16.0
"Sun, Nov 27, 2016",Los Angeles Lakers,Atlanta Hawks,15.0
"Mon, Nov 28, 2016",Washington Wizards,Sacramento Kings,6.0
"Mon, Nov 28, 2016",Miami Heat,Boston Celtics,-8.0
"Mon, Nov 28, 2016",New York Knicks,Oklahoma City Thunder,-9.0
"Mon, Nov 28, 2016",Toronto Raptors,Philadelphia 76ers,27.0
"Mon, Nov 28, 2016",Memphis Grizzlies,Charlotte Hornets,-19.0
"Mon, Nov 28, 2016",Minnesota Timberwolves,Utah Jazz,-9.0
"Mon, Nov 28, 2016",Golden State Warriors,Atlanta Hawks,5.0
"Tue, Nov 29, 2016",Charlotte Hornets,Detroit Pistons,-23.0
"Tue, Nov 29, 2016",Brooklyn Nets,Los Angeles Clippers,5.0
"Tue, Nov 29, 2016",Milwaukee Bucks,Cleveland Cavaliers,17.0
"Tue, Nov 29, 2016",New Orleans Pelicans,Los Angeles Lakers,17.0
"Tue, Nov 29, 2016",San Antonio Spurs,Orlando Magic,-12.0
"Tue, Nov 29, 2016",Utah Jazz,Houston Rockets,19.0
"Wed, Nov 30, 2016",Boston Celtics,Detroit Pistons,-7.0
"Wed, Nov 30, 2016",Toronto Raptors,Memphis Grizzlies,15.0
"Wed, Nov 30, 2016",Chicago Bulls,Los Angeles Lakers,-6.0
"Wed, Nov 30, 2016",Minnesota Timberwolves,New York Knicks,-2.0
"Wed, Nov 30, 2016",Oklahoma City Thunder,Washington Wizards,11.0
"Wed, Nov 30, 2016",Dallas Mavericks,San Antonio Spurs,-7.0
"Wed, Nov 30, 2016",Denver Nuggets,Miami Heat,-8.0
"Wed, Nov 30, 2016",Phoenix Suns,Atlanta Hawks,2.0
"Wed, Nov 30, 2016",Portland Trail Blazers,Indiana Pacers,22.0
"Thu, Dec 1, 2016",Charlotte Hornets,Dallas Mavericks,10.0
"Thu, Dec 1, 2016",Brooklyn Nets,Milwaukee Bucks,-18.0
"Thu, Dec 1, 2016",Cleveland Cavaliers,Los Angeles Clippers,-19.0
"Thu, Dec 1, 2016",Memphis Grizzlies,Orlando Magic,1.0
"Thu, Dec 1, 2016",Utah Jazz,Miami Heat,-1.0
"Thu, Dec 1, 2016",Golden State Warriors,Houston Rockets,-5.0
"Fri, Dec 2, 2016",Philadelphia 76ers,Orlando Magic,-17.0
"Fri, Dec 2, 2016",Boston Celtics,Sacramento Kings,5.0
"Fri, Dec 2, 2016",New York Knicks,Minnesota Timberwolves,4.0
"Fri, Dec 2, 2016",Toronto Raptors,Los Angeles Lakers,33.0
"Fri, Dec 2, 2016",Atlanta Hawks,Detroit Pistons,-36.0
"Fri, Dec 2, 2016",Chicago Bulls,Cleveland Cavaliers,6.0
"Fri, Dec 2, 2016",New Orleans Pelicans,Los Angeles Clippers,-18.0
"Fri, Dec 2, 2016",San Antonio Spurs,Washington Wizards,2.0
"Fri, Dec 2, 2016",Denver Nuggets,Houston Rockets,-18.0
"Sat, Dec 3, 2016",Milwaukee Bucks,Brooklyn Nets,9.0
"Sat, Dec 3, 2016",Charlotte Hornets,Minnesota Timberwolves,-5.0
"Sat, Dec 3, 2016",Philadelphia 76ers,Boston Celtics,-1.0
"Sat, Dec 3, 2016",Toronto Raptors,Atlanta Hawks,44.0
"Sat, Dec 3, 2016",Memphis Grizzlies,Los Angeles Lakers,3.0
"Sat, Dec 3, 2016",Dallas Mavericks,Chicago Bulls,25.0
"Sat, Dec 3, 2016",Utah Jazz,Denver Nuggets,7.0
"Sat, Dec 3, 2016",Portland Trail Blazers,Miami Heat,7.0
"Sat, Dec 3, 2016",Golden State Warriors,Phoenix Suns,29.0
"Sun, Dec 4, 2016",Detroit Pistons,Orlando Magic,-6.0
"Sun, Dec 4, 2016",Oklahoma City Thunder,New Orleans Pelicans,9.0
"Sun, Dec 4, 2016",New York Knicks,Sacramento Kings,8.0
"Sun, Dec 4, 2016",Los Angeles Clippers,Indiana Pacers,-9.0
"Mon, Dec 5, 2016",Philadelphia 76ers,Denver Nuggets,-8.0
"Mon, Dec 5, 2016",Atlanta Hawks,Oklahoma City Thunder,-3.0
"Mon, Dec 5, 2016",Brooklyn Nets,Washington Wizards,-5.0
"Mon, Dec 5, 2016",Toronto Raptors,Cleveland Cavaliers,-4.0
"Mon, Dec 5, 2016",Chicago Bulls,Portland Trail Blazers,-2.0
"Mon, Dec 5, 2016",Houston Rockets,Boston Celtics,1.0
"Mon, Dec 5, 2016",Milwaukee Bucks,San Antonio Spurs,-1.0
"Mon, Dec 5, 2016",New Orleans Pelicans,Memphis Grizzlies,-2.0
"Mon, Dec 5, 2016",Dallas Mavericks,Charlotte Hornets,-8.0
"Mon, Dec 5, 2016",Golden State Warriors,Indiana Pacers,36.0
"Mon, Dec 5, 2016",Los Angeles Lakers,Utah Jazz,-6.0
"Tue, Dec 6, 2016",Washington Wizards,Orlando Magic,-8.0
"Tue, Dec 6, 2016",Detroit Pistons,Chicago Bulls,11.0
"Tue, Dec 6, 2016",Miami Heat,New York Knicks,-11.0
"Tue, Dec 6, 2016",Memphis Grizzlies,Philadelphia 76ers,5.0
"Tue, Dec 6, 2016",Minnesota Timberwolves,San Antonio Spurs,-14.0
"Tue, Dec 6, 2016",Utah Jazz,Phoenix Suns,7.0
"Wed, Dec 7, 2016",Charlotte Hornets,Detroit Pistons,10.0
"Wed, Dec 7, 2016",Orlando Magic,Boston Celtics,-30.0
"Wed, Dec 7, 2016",Atlanta Hawks,Miami Heat,8.0
"Wed, Dec 7, 2016",Brooklyn Nets,Denver Nuggets,5.0
"Wed, Dec 7, 2016",Houston Rockets,Los Angeles Lakers,39.0
"Wed, Dec 7, 2016",Milwaukee Bucks,Portland Trail Blazers,8.0
"Wed, Dec 7, 2016",New York Knicks,Cleveland Cavaliers,-32.0
"Wed, Dec 7, 2016",Dallas Mavericks,Sacramento Kings,-31.0
"Wed, Dec 7, 2016",Phoenix Suns,Indiana Pacers,-15.0
"Wed, Dec 7, 2016",Los Angeles Clippers,Golden State Warriors,-17.0
"Thu, Dec 8, 2016",Toronto Raptors,Minnesota Timberwolves,14.0
"Thu, Dec 8, 2016",Washington Wizards,Denver Nuggets,7.0
"Thu, Dec 8, 2016",Memphis Grizzlies,Portland Trail Blazers,2.0
"Thu, Dec 8, 2016",New Orleans Pelicans,Philadelphia 76ers,-11.0
"Thu, Dec 8, 2016",Utah Jazz,Golden State Warriors,-7.0
"Thu, Dec 8, 2016",Chicago Bulls,San Antonio Spurs,4.0
"Fri, Dec 9, 2016",Charlotte Hornets,Orlando Magic,21.0
"Fri, Dec 9, 2016",Boston Celtics,Toronto Raptors,-7.0
"Fri, Dec 9, 2016",Cleveland Cavaliers,Miami Heat,30.0
"Fri, Dec 9, 2016",Milwaukee Bucks,Atlanta Hawks,-4.0
"Fri, Dec 9, 2016",Minnesota Timberwolves,Detroit Pistons,-27.0
"Fri, Dec 9, 2016",Oklahoma City Thunder,Houston Rockets,-3.0
"Fri, Dec 9, 2016",Dallas Mavericks,Indiana Pacers,8.0
"Fri, Dec 9, 2016",Los Angeles Lakers,Phoenix Suns,-4.0
"Fri, Dec 9, 2016",Sacramento Kings,New York Knicks,-3.0
"Sat, Dec 10, 2016",Indiana Pacers,Portland Trail Blazers,7.0
"Sat, Dec 10, 2016",Orlando Magic,Denver Nuggets,-8.0
"Sat, Dec 10, 2016",Washington Wizards,Milwaukee Bucks,5.0
"Sat, Dec 10, 2016",Cleveland Cavaliers,Charlotte Hornets,11.0
"Sat, Dec 10, 2016",Chicago Bulls,Miami Heat,5.0
"Sat, Dec 10, 2016",Houston Rockets,Dallas Mavericks,22.0
"Sat, Dec 10, 2016",Memphis Grizzlies,Golden State Warriors,21.0
"Sat, Dec 10, 2016",San Antonio Spurs,Brooklyn Nets,29.0
"Sat, Dec 10, 2016",Utah Jazz,Sacramento Kings,20.0
"Sat, Dec 10, 2016",Los Angeles Clippers,New Orleans Pelicans,28.0
"Sun, Dec 11, 2016",Detroit Pistons,Philadelphia 76ers,-18.0
"Sun, Dec 11, 2016",Minnesota Timberwolves,Golden State Warriors,-8.0
"Sun, Dec 11, 2016",Oklahoma City Thunder,Boston Celtics,3.0
"Sun, Dec 11, 2016",Phoenix Suns,New Orleans Pelicans,-1.0
"Sun, Dec 11, 2016",Los Angeles Lakers,New York Knicks,-6.0
"Mon, Dec 12, 2016",Indiana Pacers,Charlotte Hornets,16.0
