Date,Home/Neutral,Visitor/Neutral,Diifference
"Mon, Dec 15, 2014",Portland Trail Blazers,San Antonio Spurs,13.0
"Mon, Dec 15, 2014",Los Angeles Clippers,Detroit Pistons,22.0
"Tue, Dec 16, 2014",Washington Wizards,Minnesota Timberwolves,14.0
"Tue, Dec 16, 2014",Brooklyn Nets,Miami Heat,-4.0
"Tue, Dec 16, 2014",Memphis Grizzlies,Golden State Warriors,7.0
"Tue, Dec 16, 2014",New Orleans Pelicans,Utah Jazz,8.0
"Tue, Dec 16, 2014",New York Knicks,Dallas Mavericks,-20.0
"Tue, Dec 16, 2014",Sacramento Kings,Oklahoma City Thunder,-12.0
"Wed, Dec 17, 2014",Charlotte Hornets,Phoenix Suns,-5.0
"Wed, Dec 17, 2014",Cleveland Cavaliers,Atlanta Hawks,-29.0
"Wed, Dec 17, 2014",Boston Celtics,Orlando Magic,17.0
"Wed, Dec 17, 2014",Detroit Pistons,Dallas Mavericks,-11.0
"Wed, Dec 17, 2014",Miami Heat,Utah Jazz,-18.0
"Wed, Dec 17, 2014",Toronto Raptors,Brooklyn Nets,16.0
"Wed, Dec 17, 2014",San Antonio Spurs,Memphis Grizzlies,-1.0
"Wed, Dec 17, 2014",Portland Trail Blazers,Milwaukee Bucks,7.0
"Wed, Dec 17, 2014",Denver Nuggets,Houston Rockets,-4.0
"Wed, Dec 17, 2014",Los Angeles Clippers,Indiana Pacers,2.0
"Thu, Dec 18, 2014",Chicago Bulls,New York Knicks,6.0
"Thu, Dec 18, 2014",Houston Rockets,New Orleans Pelicans,-9.0
"Thu, Dec 18, 2014",Sacramento Kings,Milwaukee Bucks,-1.0
"Thu, Dec 18, 2014",Golden State Warriors,Oklahoma City Thunder,5.0
"Fri, Dec 19, 2014",Orlando Magic,Utah Jazz,-7.0
"Fri, Dec 19, 2014",Philadelphia 76ers,Charlotte Hornets,-18.0
"Fri, Dec 19, 2014",Boston Celtics,Minnesota Timberwolves,16.0
"Fri, Dec 19, 2014",Cleveland Cavaliers,Brooklyn Nets,4.0
"Fri, Dec 19, 2014",Detroit Pistons,Toronto Raptors,-10.0
"Fri, Dec 19, 2014",Miami Heat,Washington Wizards,-2.0
"Fri, Dec 19, 2014",Memphis Grizzlies,Chicago Bulls,-6.0
"Fri, Dec 19, 2014",San Antonio Spurs,Portland Trail Blazers,-10.0
"Fri, Dec 19, 2014",Denver Nuggets,Los Angeles Clippers,3.0
"Fri, Dec 19, 2014",Los Angeles Lakers,Oklahoma City Thunder,-1.0
"Sat, Dec 20, 2014",New York Knicks,Phoenix Suns,-9.0
"Sat, Dec 20, 2014",Charlotte Hornets,Utah Jazz,18.0
"Sat, Dec 20, 2014",New Orleans Pelicans,Portland Trail Blazers,-26.0
"Sat, Dec 20, 2014",Houston Rockets,Atlanta Hawks,-7.0
"Sat, Dec 20, 2014",Dallas Mavericks,San Antonio Spurs,6.0
"Sat, Dec 20, 2014",Denver Nuggets,Indiana Pacers,3.0
"Sat, Dec 20, 2014",Los Angeles Clippers,Milwaukee Bucks,4.0
"Sun, Dec 21, 2014",Toronto Raptors,New York Knicks,10.0
"Sun, Dec 21, 2014",Cleveland Cavaliers,Memphis Grizzlies,14.0
"Sun, Dec 21, 2014",Brooklyn Nets,Detroit Pistons,5.0
"Sun, Dec 21, 2014",Miami Heat,Boston Celtics,16.0
"Sun, Dec 21, 2014",Orlando Magic,Philadelphia 76ers,-8.0
"Sun, Dec 21, 2014",Sacramento Kings,Los Angeles Lakers,7.0
"Sun, Dec 21, 2014",Washington Wizards,Phoenix Suns,-12.0
"Sun, Dec 21, 2014",Minnesota Timberwolves,Indiana Pacers,-4.0
"Sun, Dec 21, 2014",Oklahoma City Thunder,New Orleans Pelicans,-2.0
"Mon, Dec 22, 2014",Charlotte Hornets,Denver Nuggets,28.0
"Mon, Dec 22, 2014",Chicago Bulls,Toronto Raptors,9.0
"Mon, Dec 22, 2014",Houston Rockets,Portland Trail Blazers,15.0
"Mon, Dec 22, 2014",Memphis Grizzlies,Utah Jazz,-6.0
"Mon, Dec 22, 2014",Dallas Mavericks,Atlanta Hawks,-3.0
"Mon, Dec 22, 2014",San Antonio Spurs,Los Angeles Clippers,7.0
"Mon, Dec 22, 2014",Golden State Warriors,Sacramento Kings,20.0
"Tue, Dec 23, 2014",Cleveland Cavaliers,Minnesota Timberwolves,21.0
"Tue, Dec 23, 2014",Indiana Pacers,New Orleans Pelicans,12.0
"Tue, Dec 23, 2014",Orlando Magic,Boston Celtics,5.0
"Tue, Dec 23, 2014",Washington Wizards,Chicago Bulls,-8.0
"Tue, Dec 23, 2014",Atlanta Hawks,Los Angeles Clippers,3.0
"Tue, Dec 23, 2014",Brooklyn Nets,Denver Nuggets,6.0
"Tue, Dec 23, 2014",Miami Heat,Philadelphia 76ers,-4.0
"Tue, Dec 23, 2014",Milwaukee Bucks,Charlotte Hornets,-7.0
"Tue, Dec 23, 2014",Oklahoma City Thunder,Portland Trail Blazers,-4.0
"Tue, Dec 23, 2014",Phoenix Suns,Dallas Mavericks,9.0
"Tue, Dec 23, 2014",Los Angeles Lakers,Golden State Warriors,10.0
"Thu, Dec 25, 2014",New York Knicks,Washington Wizards,-11.0
"Thu, Dec 25, 2014",San Antonio Spurs,Oklahoma City Thunder,-8.0
"Thu, Dec 25, 2014",Miami Heat,Cleveland Cavaliers,10.0
"Thu, Dec 25, 2014",Chicago Bulls,Los Angeles Lakers,20.0
"Thu, Dec 25, 2014",Los Angeles Clippers,Golden State Warriors,14.0
"Fri, Dec 26, 2014",Boston Celtics,Brooklyn Nets,-2.0
"Fri, Dec 26, 2014",Orlando Magic,Cleveland Cavaliers,-9.0
"Fri, Dec 26, 2014",Atlanta Hawks,Milwaukee Bucks,-30.0
"Fri, Dec 26, 2014",Detroit Pistons,Indiana Pacers,10.0
"Fri, Dec 26, 2014",Memphis Grizzlies,Houston Rockets,-6.0
"Fri, Dec 26, 2014",New Orleans Pelicans,San Antonio Spurs,7.0
"Fri, Dec 26, 2014",Oklahoma City Thunder,Charlotte Hornets,23.0
"Fri, Dec 26, 2014",Dallas Mavericks,Los Angeles Lakers,4.0
"Fri, Dec 26, 2014",Denver Nuggets,Minnesota Timberwolves,4.0
"Fri, Dec 26, 2014",Portland Trail Blazers,Philadelphia 76ers,21.0
"Fri, Dec 26, 2014",Sacramento Kings,Phoenix Suns,-9.0
"Sat, Dec 27, 2014",Los Angeles Clippers,Toronto Raptors,-12.0
"Sat, Dec 27, 2014",Charlotte Hornets,Orlando Magic,-8.0
"Sat, Dec 27, 2014",Washington Wizards,Boston Celtics,13.0
"Sat, Dec 27, 2014",Miami Heat,Memphis Grizzlies,-8.0
"Sat, Dec 27, 2014",Brooklyn Nets,Indiana Pacers,-25.0
"Sat, Dec 27, 2014",Chicago Bulls,New Orleans Pelicans,7.0
"Sat, Dec 27, 2014",Milwaukee Bucks,Atlanta Hawks,-5.0
"Sat, Dec 27, 2014",Utah Jazz,Philadelphia 76ers,17.0
"Sat, Dec 27, 2014",Sacramento Kings,New York Knicks,6.0
"Sat, Dec 27, 2014",Golden State Warriors,Minnesota Timberwolves,13.0
"Sun, Dec 28, 2014",Cleveland Cavaliers,Detroit Pistons,-23.0
"Sun, Dec 28, 2014",San Antonio Spurs,Houston Rockets,4.0
"Sun, Dec 28, 2014",Dallas Mavericks,Oklahoma City Thunder,5.0
"Sun, Dec 28, 2014",Denver Nuggets,Toronto Raptors,-14.0
"Sun, Dec 28, 2014",Portland Trail Blazers,New York Knicks,22.0
"Sun, Dec 28, 2014",Los Angeles Lakers,Phoenix Suns,-9.0
"Mon, Dec 29, 2014",Charlotte Hornets,Milwaukee Bucks,-10.0
"Mon, Dec 29, 2014",Indiana Pacers,Chicago Bulls,-2.0
"Mon, Dec 29, 2014",Brooklyn Nets,Sacramento Kings,8.0
"Mon, Dec 29, 2014",Miami Heat,Orlando Magic,-1.0
"Mon, Dec 29, 2014",Houston Rockets,Washington Wizards,-1.0
"Mon, Dec 29, 2014",Los Angeles Clippers,Utah Jazz,4.0
"Tue, Dec 30, 2014",Orlando Magic,Detroit Pistons,-23.0
"Tue, Dec 30, 2014",Atlanta Hawks,Cleveland Cavaliers,8.0
"Tue, Dec 30, 2014",Chicago Bulls,Brooklyn Nets,-14.0
"Tue, Dec 30, 2014",Memphis Grizzlies,San Antonio Spurs,8.0
"Tue, Dec 30, 2014",New Orleans Pelicans,Phoenix Suns,4.0
"Tue, Dec 30, 2014",Dallas Mavericks,Washington Wizards,27.0
"Tue, Dec 30, 2014",Denver Nuggets,Los Angeles Lakers,-8.0
"Tue, Dec 30, 2014",Utah Jazz,Minnesota Timberwolves,6.0
"Tue, Dec 30, 2014",Portland Trail Blazers,Toronto Raptors,5.0
"Tue, Dec 30, 2014",Golden State Warriors,Philadelphia 76ers,40.0
"Wed, Dec 31, 2014",Boston Celtics,Sacramento Kings,22.0
"Wed, Dec 31, 2014",Indiana Pacers,Miami Heat,11.0
"Wed, Dec 31, 2014",Los Angeles Clippers,New York Knicks,21.0
"Wed, Dec 31, 2014",Cleveland Cavaliers,Milwaukee Bucks,-16.0
"Wed, Dec 31, 2014",Houston Rockets,Charlotte Hornets,19.0
"Wed, Dec 31, 2014",San Antonio Spurs,New Orleans Pelicans,2.0
"Wed, Dec 31, 2014",Oklahoma City Thunder,Phoenix Suns,3.0
"Thu, Jan 1, 2015",Chicago Bulls,Denver Nuggets,5.0
"Thu, Jan 1, 2015",Minnesota Timberwolves,Sacramento Kings,-3.0
"Fri, Jan 2, 2015",Charlotte Hornets,Cleveland Cavaliers,-4.0
"Fri, Jan 2, 2015",Orlando Magic,Brooklyn Nets,-2.0
"Fri, Jan 2, 2015",Boston Celtics,Dallas Mavericks,-18.0
"Fri, Jan 2, 2015",New York Knicks,Detroit Pistons,-16.0
"Fri, Jan 2, 2015",New Orleans Pelicans,Houston Rockets,28.0
"Fri, Jan 2, 2015",Oklahoma City Thunder,Washington Wizards,7.0
"Fri, Jan 2, 2015",Milwaukee Bucks,Indiana Pacers,-3.0
"Fri, Jan 2, 2015",Phoenix Suns,Philadelphia 76ers,16.0
"Fri, Jan 2, 2015",Utah Jazz,Atlanta Hawks,-6.0
"Fri, Jan 2, 2015",Golden State Warriors,Toronto Raptors,21.0
"Fri, Jan 2, 2015",Los Angeles Lakers,Memphis Grizzlies,-3.0
"Sat, Jan 3, 2015",Orlando Magic,Charlotte Hornets,-8.0
"Sat, Jan 3, 2015",Chicago Bulls,Boston Celtics,5.0
"Sat, Jan 3, 2015",Houston Rockets,Miami Heat,36.0
"Sat, Jan 3, 2015",Minnesota Timberwolves,Utah Jazz,-12.0
"Sat, Jan 3, 2015",San Antonio Spurs,Washington Wizards,9.0
"Sat, Jan 3, 2015",Denver Nuggets,Memphis Grizzlies,29.0
"Sat, Jan 3, 2015",Portland Trail Blazers,Atlanta Hawks,-8.0
"Sat, Jan 3, 2015",Los Angeles Clippers,Philadelphia 76ers,36.0
"Sun, Jan 4, 2015",Cleveland Cavaliers,Dallas Mavericks,-19.0
"Sun, Jan 4, 2015",Detroit Pistons,Sacramento Kings,19.0
"Sun, Jan 4, 2015",Miami Heat,Brooklyn Nets,4.0
"Sun, Jan 4, 2015",New York Knicks,Milwaukee Bucks,-13.0
"Sun, Jan 4, 2015",Phoenix Suns,Toronto Raptors,16.0
"Sun, Jan 4, 2015",Los Angeles Lakers,Indiana Pacers,1.0
"Mon, Jan 5, 2015",Philadelphia 76ers,Cleveland Cavaliers,3.0
"Mon, Jan 5, 2015",Boston Celtics,Charlotte Hornets,-9.0
"Mon, Jan 5, 2015",Brooklyn Nets,Dallas Mavericks,-8.0
"Mon, Jan 5, 2015",Chicago Bulls,Houston Rockets,9.0
"Mon, Jan 5, 2015",Memphis Grizzlies,New York Knicks,22.0
"Mon, Jan 5, 2015",Minnesota Timberwolves,Denver Nuggets,-9.0
"Mon, Jan 5, 2015",New Orleans Pelicans,Washington Wizards,-7.0
"Mon, Jan 5, 2015",Utah Jazz,Indiana Pacers,-4.0
"Mon, Jan 5, 2015",Portland Trail Blazers,Los Angeles Lakers,4.0
"Mon, Jan 5, 2015",Golden State Warriors,Oklahoma City Thunder,26.0
"Mon, Jan 5, 2015",Los Angeles Clippers,Atlanta Hawks,-9.0
"Tue, Jan 6, 2015",Milwaukee Bucks,Phoenix Suns,-6.0
"Tue, Jan 6, 2015",San Antonio Spurs,Detroit Pistons,-1.0
"Wed, Jan 7, 2015",Charlotte Hornets,New Orleans Pelicans,4.0
"Wed, Jan 7, 2015",Cleveland Cavaliers,Houston Rockets,-12.0
"Wed, Jan 7, 2015",Philadelphia 76ers,Milwaukee Bucks,-20.0
"Wed, Jan 7, 2015",Washington Wizards,New York Knicks,10.0
"Wed, Jan 7, 2015",Atlanta Hawks,Memphis Grizzlies,10.0
"Wed, Jan 7, 2015",Brooklyn Nets,Boston Celtics,-8.0
"Wed, Jan 7, 2015",Chicago Bulls,Utah Jazz,-20.0
"Wed, Jan 7, 2015",Dallas Mavericks,Detroit Pistons,-13.0
"Wed, Jan 7, 2015",Denver Nuggets,Orlando Magic,3.0
"Wed, Jan 7, 2015",Minnesota Timberwolves,Phoenix Suns,-2.0
"Wed, Jan 7, 2015",Sacramento Kings,Oklahoma City Thunder,21.0
"Wed, Jan 7, 2015",Golden State Warriors,Indiana Pacers,15.0
"Wed, Jan 7, 2015",Los Angeles Clippers,Los Angeles Lakers,25.0
"Thu, Jan 8, 2015",Toronto Raptors,Charlotte Hornets,-8.0
"Thu, Jan 8, 2015",New York Knicks,Houston Rockets,-24.0
"Thu, Jan 8, 2015",Portland Trail Blazers,Miami Heat,16.0
"Fri, Jan 9, 2015",Indiana Pacers,Boston Celtics,4.0
"Fri, Jan 9, 2015",Brooklyn Nets,Philadelphia 76ers,-2.0
"Fri, Jan 9, 2015",Detroit Pistons,Atlanta Hawks,-3.0
"Fri, Jan 9, 2015",New Orleans Pelicans,Memphis Grizzlies,11.0
"Fri, Jan 9, 2015",Oklahoma City Thunder,Utah Jazz,5.0
"Fri, Jan 9, 2015",Washington Wizards,Chicago Bulls,16.0
"Fri, Jan 9, 2015",Milwaukee Bucks,Minnesota Timberwolves,14.0
"Fri, Jan 9, 2015",San Antonio Spurs,Phoenix Suns,5.0
"Fri, Jan 9, 2015",Sacramento Kings,Denver Nuggets,-10.0
"Fri, Jan 9, 2015",Golden State Warriors,Cleveland Cavaliers,18.0
"Fri, Jan 9, 2015",Los Angeles Lakers,Orlando Magic,17.0
"Sat, Jan 10, 2015",New York Knicks,Charlotte Hornets,-28.0
"Sat, Jan 10, 2015",Los Angeles Clippers,Dallas Mavericks,20.0
"Sat, Jan 10, 2015",Detroit Pistons,Brooklyn Nets,5.0
"Sat, Jan 10, 2015",Philadelphia 76ers,Indiana Pacers,1.0
"Sat, Jan 10, 2015",Toronto Raptors,Boston Celtics,13.0
"Sat, Jan 10, 2015",Chicago Bulls,Milwaukee Bucks,8.0
"Sat, Jan 10, 2015",Houston Rockets,Utah Jazz,15.0
"Sat, Jan 10, 2015",Minnesota Timberwolves,San Antonio Spurs,-15.0
"Sat, Jan 10, 2015",Portland Trail Blazers,Orlando Magic,11.0
"Sun, Jan 11, 2015",Atlanta Hawks,Washington Wizards,31.0
"Sun, Jan 11, 2015",Los Angeles Clippers,Miami Heat,-14.0
"Sun, Jan 11, 2015",Memphis Grizzlies,Phoenix Suns,12.0
"Sun, Jan 11, 2015",Sacramento Kings,Cleveland Cavaliers,19.0
"Sun, Jan 11, 2015",Los Angeles Lakers,Portland Trail Blazers,-12.0
"Mon, Jan 12, 2015",Boston Celtics,New Orleans Pelicans,8.0
"Mon, Jan 12, 2015",Brooklyn Nets,Houston Rockets,-14.0
"Mon, Jan 12, 2015",Toronto Raptors,Detroit Pistons,-3.0
"Mon, Jan 12, 2015",Chicago Bulls,Orlando Magic,-7.0
"Tue, Jan 13, 2015",Indiana Pacers,Minnesota Timberwolves,-9.0
"Tue, Jan 13, 2015",Philadelphia 76ers,Atlanta Hawks,-18.0
"Tue, Jan 13, 2015",Washington Wizards,San Antonio Spurs,8.0
"Tue, Jan 13, 2015",Phoenix Suns,Cleveland Cavaliers,7.0
"Tue, Jan 13, 2015",Utah Jazz,Golden State Warriors,-11.0
"Tue, Jan 13, 2015",Sacramento Kings,Dallas Mavericks,-4.0
"Tue, Jan 13, 2015",Los Angeles Lakers,Miami Heat,-3.0
"Wed, Jan 14, 2015",Charlotte Hornets,San Antonio Spurs,-5.0
"Wed, Jan 14, 2015",Orlando Magic,Houston Rockets,7.0
"Wed, Jan 14, 2015",Brooklyn Nets,Memphis Grizzlies,-11.0
"Wed, Jan 14, 2015",Detroit Pistons,New Orleans Pelicans,-11.0
"Wed, Jan 14, 2015",Toronto Raptors,Philadelphia 76ers,16.0
"Wed, Jan 14, 2015",Boston Celtics,Atlanta Hawks,-14.0
"Wed, Jan 14, 2015",Chicago Bulls,Washington Wizards,-6.0
"Wed, Jan 14, 2015",Denver Nuggets,Dallas Mavericks,7.0
"Wed, Jan 14, 2015",Golden State Warriors,Miami Heat,15.0
"Wed, Jan 14, 2015",Portland Trail Blazers,Los Angeles Clippers,-6.0
"Thu, Jan 15, 2015",Milwaukee Bucks,New York Knicks,16.0
"Thu, Jan 15, 2015",Houston Rockets,Oklahoma City Thunder,11.0
"Thu, Jan 15, 2015",Los Angeles Lakers,Cleveland Cavaliers,-7.0
"Fri, Jan 16, 2015",Indiana Pacers,Detroit Pistons,-2.0
"Fri, Jan 16, 2015",Orlando Magic,Memphis Grizzlies,-10.0
"Fri, Jan 16, 2015",Philadelphia 76ers,New Orleans Pelicans,15.0
"Fri, Jan 16, 2015",Washington Wizards,Brooklyn Nets,-22.0
"Fri, Jan 16, 2015",Boston Celtics,Chicago Bulls,-16.0
"Fri, Jan 16, 2015",Toronto Raptors,Atlanta Hawks,-21.0
"Fri, Jan 16, 2015",Oklahoma City Thunder,Golden State Warriors,12.0
"Fri, Jan 16, 2015",Dallas Mavericks,Denver Nuggets,8.0
"Fri, Jan 16, 2015",San Antonio Spurs,Portland Trail Blazers,14.0
"Fri, Jan 16, 2015",Phoenix Suns,Minnesota Timberwolves,11.0
"Fri, Jan 16, 2015",Utah Jazz,Los Angeles Lakers,9.0
"Fri, Jan 16, 2015",Sacramento Kings,Miami Heat,-12.0
"Fri, Jan 16, 2015",Los Angeles Clippers,Cleveland Cavaliers,-5.0
"Sat, Jan 17, 2015",Charlotte Hornets,Indiana Pacers,9.0
"Sat, Jan 17, 2015",Detroit Pistons,Philadelphia 76ers,18.0
"Sat, Jan 17, 2015",Brooklyn Nets,Washington Wizards,-9.0
"Sat, Jan 17, 2015",Chicago Bulls,Atlanta Hawks,-8.0
"Sat, Jan 17, 2015",Houston Rockets,Golden State Warriors,-25.0
"Sat, Jan 17, 2015",Denver Nuggets,Minnesota Timberwolves,-8.0
"Sat, Jan 17, 2015",Memphis Grizzlies,Portland Trail Blazers,4.0
"Sat, Jan 17, 2015",Sacramento Kings,Los Angeles Clippers,-9.0
"Sun, Jan 18, 2015",Toronto Raptors,New Orleans Pelicans,-2.0
"Sun, Jan 18, 2015",Orlando Magic,Oklahoma City Thunder,-28.0
"Sun, Jan 18, 2015",San Antonio Spurs,Utah Jazz,20.0
"Mon, Jan 19, 2015",Charlotte Hornets,Minnesota Timberwolves,25.0
"Mon, Jan 19, 2015",Washington Wizards,Philadelphia 76ers,35.0
"Mon, Jan 19, 2015",Atlanta Hawks,Detroit Pistons,11.0
"Mon, Jan 19, 2015",Los Angeles Clippers,Boston Celtics,9.0
"Mon, Jan 19, 2015",Golden State Warriors,Denver Nuggets,43.0
"Mon, Jan 19, 2015",Memphis Grizzlies,Dallas Mavericks,-8.0
"Mon, Jan 19, 2015",Houston Rockets,Indiana Pacers,12.0
"Mon, Jan 19, 2015",New York Knicks,New Orleans Pelicans,7.0
"Mon, Jan 19, 2015",Cleveland Cavaliers,Chicago Bulls,14.0
"Mon, Jan 19, 2015",Milwaukee Bucks,Toronto Raptors,-3.0
"Mon, Jan 19, 2015",Phoenix Suns,Los Angeles Lakers,15.0
"Mon, Jan 19, 2015",Portland Trail Blazers,Sacramento Kings,4.0
"Tue, Jan 20, 2015",Miami Heat,Oklahoma City Thunder,-8.0
"Tue, Jan 20, 2015",Denver Nuggets,San Antonio Spurs,-10.0
"Wed, Jan 21, 2015",Charlotte Hornets,Miami Heat,2.0
"Wed, Jan 21, 2015",Cleveland Cavaliers,Utah Jazz,14.0
"Wed, Jan 21, 2015",Philadelphia 76ers,New York Knicks,-7.0
"Wed, Jan 21, 2015",Atlanta Hawks,Indiana Pacers,19.0
"Wed, Jan 21, 2015",Detroit Pistons,Orlando Magic,10.0
"Wed, Jan 21, 2015",Memphis Grizzlies,Toronto Raptors,6.0
"Wed, Jan 21, 2015",Minnesota Timberwolves,Dallas Mavericks,-23.0
"Wed, Jan 21, 2015",New Orleans Pelicans,Los Angeles Lakers,16.0
"Wed, Jan 21, 2015",Washington Wizards,Oklahoma City Thunder,-2.0
"Wed, Jan 21, 2015",Phoenix Suns,Portland Trail Blazers,5.0
"Wed, Jan 21, 2015",Sacramento Kings,Brooklyn Nets,-3.0
"Wed, Jan 21, 2015",Golden State Warriors,Houston Rockets,13.0
"Thu, Jan 22, 2015",Chicago Bulls,San Antonio Spurs,23.0
"Thu, Jan 22, 2015",Milwaukee Bucks,Utah Jazz,-2.0
"Thu, Jan 22, 2015",Portland Trail Blazers,Boston Celtics,-1.0
"Thu, Jan 22, 2015",Los Angeles Clippers,Brooklyn Nets,39.0
"Fri, Jan 23, 2015",Philadelphia 76ers,Toronto Raptors,-5.0
"Fri, Jan 23, 2015",Atlanta Hawks,Oklahoma City Thunder,10.0
"Fri, Jan 23, 2015",Cleveland Cavaliers,Charlotte Hornets,39.0
"Fri, Jan 23, 2015",Miami Heat,Indiana Pacers,2.0
"Fri, Jan 23, 2015",New York Knicks,Orlando Magic,7.0
"Fri, Jan 23, 2015",Dallas Mavericks,Chicago Bulls,-4.0
"Fri, Jan 23, 2015",Minnesota Timberwolves,New Orleans Pelicans,-8.0
"Fri, Jan 23, 2015",San Antonio Spurs,Los Angeles Lakers,14.0
"Fri, Jan 23, 2015",Denver Nuggets,Boston Celtics,-1.0
"Fri, Jan 23, 2015",Phoenix Suns,Houston Rockets,-2.0
"Fri, Jan 23, 2015",Golden State Warriors,Sacramento Kings,25.0
"Sat, Jan 24, 2015",Charlotte Hornets,New York Knicks,5.0
"Sat, Jan 24, 2015",Milwaukee Bucks,Detroit Pistons,15.0
"Sat, Jan 24, 2015",Memphis Grizzlies,Philadelphia 76ers,18.0
"Sat, Jan 24, 2015",Utah Jazz,Brooklyn Nets,35.0
"Sat, Jan 24, 2015",Portland Trail Blazers,Washington Wizards,7.0
"Sun, Jan 25, 2015",Chicago Bulls,Miami Heat,-12.0
"Sun, Jan 25, 2015",Cleveland Cavaliers,Oklahoma City Thunder,10.0
"Sun, Jan 25, 2015",Atlanta Hawks,Minnesota Timberwolves,12.0
"Sun, Jan 25, 2015",New Orleans Pelicans,Dallas Mavericks,3.0
"Sun, Jan 25, 2015",Orlando Magic,Indiana Pacers,-7.0
"Sun, Jan 25, 2015",Phoenix Suns,Los Angeles Clippers,-20.0
"Sun, Jan 25, 2015",San Antonio Spurs,Milwaukee Bucks,6.0
"Sun, Jan 25, 2015",Toronto Raptors,Detroit Pistons,4.0
"Sun, Jan 25, 2015",Denver Nuggets,Washington Wizards,-2.0
"Sun, Jan 25, 2015",Golden State Warriors,Boston Celtics,3.0
"Sun, Jan 25, 2015",Los Angeles Lakers,Houston Rockets,-12.0
"Mon, Jan 26, 2015",Memphis Grizzlies,Orlando Magic,9.0
"Mon, Jan 26, 2015",New Orleans Pelicans,Philadelphia 76ers,25.0
"Mon, Jan 26, 2015",Oklahoma City Thunder,Minnesota Timberwolves,8.0
"Mon, Jan 26, 2015",Utah Jazz,Boston Celtics,-9.0
"Mon, Jan 26, 2015",Los Angeles Clippers,Denver Nuggets,4.0
"Tue, Jan 27, 2015",Indiana Pacers,Toronto Raptors,-13.0
"Tue, Jan 27, 2015",Detroit Pistons,Cleveland Cavaliers,-8.0
"Tue, Jan 27, 2015",Miami Heat,Milwaukee Bucks,-7.0
"Tue, Jan 27, 2015",Dallas Mavericks,Memphis Grizzlies,-19.0
"Tue, Jan 27, 2015",Golden State Warriors,Chicago Bulls,-2.0
"Tue, Jan 27, 2015",Los Angeles Lakers,Washington Wizards,-6.0
"Wed, Jan 28, 2015",Cleveland Cavaliers,Portland Trail Blazers,5.0
"Wed, Jan 28, 2015",Philadelphia 76ers,Detroit Pistons,20.0
"Wed, Jan 28, 2015",Toronto Raptors,Sacramento Kings,17.0
"Wed, Jan 28, 2015",Atlanta Hawks,Brooklyn Nets,11.0
"Wed, Jan 28, 2015",Houston Rockets,Dallas Mavericks,5.0
"Wed, Jan 28, 2015",Minnesota Timberwolves,Boston Celtics,12.0
"Wed, Jan 28, 2015",New Orleans Pelicans,Denver Nuggets,-8.0
"Wed, Jan 28, 2015",New York Knicks,Oklahoma City Thunder,8.0
"Wed, Jan 28, 2015",San Antonio Spurs,Charlotte Hornets,9.0
"Wed, Jan 28, 2015",Utah Jazz,Los Angeles Clippers,-5.0
"Wed, Jan 28, 2015",Phoenix Suns,Washington Wizards,8.0
"Thu, Jan 29, 2015",Indiana Pacers,New York Knicks,21.0
"Thu, Jan 29, 2015",Orlando Magic,Milwaukee Bucks,-15.0
"Thu, Jan 29, 2015",Memphis Grizzlies,Denver Nuggets,30.0
"Thu, Jan 29, 2015",Los Angeles Lakers,Chicago Bulls,5.0
"Fri, Jan 30, 2015",Philadelphia 76ers,Minnesota Timberwolves,9.0
"Fri, Jan 30, 2015",Atlanta Hawks,Portland Trail Blazers,6.0
"Fri, Jan 30, 2015",Boston Celtics,Houston Rockets,-6.0
"Fri, Jan 30, 2015",Brooklyn Nets,Toronto Raptors,-5.0
"Fri, Jan 30, 2015",Cleveland Cavaliers,Sacramento Kings,11.0
"Fri, Jan 30, 2015",Miami Heat,Dallas Mavericks,-21.0
"Fri, Jan 30, 2015",New Orleans Pelicans,Los Angeles Clippers,5.0
"Fri, Jan 30, 2015",Utah Jazz,Golden State Warriors,10.0
"Fri, Jan 30, 2015",Phoenix Suns,Chicago Bulls,6.0
"Sat, Jan 31, 2015",Indiana Pacers,Sacramento Kings,-5.0
"Sat, Jan 31, 2015",Orlando Magic,Dallas Mavericks,-15.0
"Sat, Jan 31, 2015",Washington Wizards,Toronto Raptors,-4.0
"Sat, Jan 31, 2015",Atlanta Hawks,Philadelphia 76ers,6.0
"Sat, Jan 31, 2015",Detroit Pistons,Houston Rockets,13.0
"Sat, Jan 31, 2015",Memphis Grizzlies,Oklahoma City Thunder,11.0
"Sat, Jan 31, 2015",Minnesota Timberwolves,Cleveland Cavaliers,-16.0
"Sat, Jan 31, 2015",Milwaukee Bucks,Portland Trail Blazers,7.0
"Sat, Jan 31, 2015",Denver Nuggets,Charlotte Hornets,-18.0
"Sat, Jan 31, 2015",San Antonio Spurs,Los Angeles Clippers,-20.0
"Sat, Jan 31, 2015",Golden State Warriors,Phoenix Suns,19.0
"Sun, Feb 1, 2015",Boston Celtics,Miami Heat,-8.0
"Sun, Feb 1, 2015",New York Knicks,Los Angeles Lakers,12.0
"Mon, Feb 2, 2015",Cleveland Cavaliers,Philadelphia 76ers,13.0
"Mon, Feb 2, 2015",Washington Wizards,Charlotte Hornets,-4.0
"Mon, Feb 2, 2015",Brooklyn Nets,Los Angeles Clippers,2.0
"Mon, Feb 2, 2015",Toronto Raptors,Milwaukee Bucks,-7.0
"Mon, Feb 2, 2015",New Orleans Pelicans,Atlanta Hawks,15.0
