Date,Home/Neutral,Visitor/Neutral,Diifference
"Fri, Nov 14, 2014",New York Knicks,Utah Jazz,-2.0
"Fri, Nov 14, 2014",Houston Rockets,Philadelphia 76ers,1.0
"Fri, Nov 14, 2014",New Orleans Pelicans,Minnesota Timberwolves,48.0
"Fri, Nov 14, 2014",Oklahoma City Thunder,Detroit Pistons,-7.0
"Fri, Nov 14, 2014",Phoenix Suns,Charlotte Hornets,-8.0
"Fri, Nov 14, 2014",Los Angeles Lakers,San Antonio Spurs,-13.0
"Sat, Nov 15, 2014",Washington Wizards,Orlando Magic,5.0
"Sat, Nov 15, 2014",Cleveland Cavaliers,Atlanta Hawks,33.0
"Sat, Nov 15, 2014",Toronto Raptors,Utah Jazz,18.0
"Sat, Nov 15, 2014",Chicago Bulls,Indiana Pacers,-9.0
"Sat, Nov 15, 2014",Memphis Grizzlies,Detroit Pistons,7.0
"Sat, Nov 15, 2014",Dallas Mavericks,Minnesota Timberwolves,14.0
"Sat, Nov 15, 2014",Portland Trail Blazers,Brooklyn Nets,10.0
"Sat, Nov 15, 2014",Sacramento Kings,San Antonio Spurs,3.0
"Sat, Nov 15, 2014",Golden State Warriors,Charlotte Hornets,25.0
"Sat, Nov 15, 2014",Los Angeles Clippers,Phoenix Suns,13.0
"Sun, Nov 16, 2014",New York Knicks,Denver Nuggets,16.0
"Sun, Nov 16, 2014",Miami Heat,Milwaukee Bucks,-7.0
"Sun, Nov 16, 2014",Oklahoma City Thunder,Houston Rockets,-4.0
"Sun, Nov 16, 2014",Los Angeles Lakers,Golden State Warriors,-21.0
"Mon, Nov 17, 2014",Charlotte Hornets,Dallas Mavericks,-27.0
"Mon, Nov 17, 2014",Cleveland Cavaliers,Denver Nuggets,-9.0
"Mon, Nov 17, 2014",Boston Celtics,Phoenix Suns,-4.0
"Mon, Nov 17, 2014",Brooklyn Nets,Miami Heat,-12.0
"Mon, Nov 17, 2014",Detroit Pistons,Orlando Magic,-14.0
"Mon, Nov 17, 2014",Memphis Grizzlies,Houston Rockets,26.0
"Mon, Nov 17, 2014",San Antonio Spurs,Philadelphia 76ers,25.0
"Mon, Nov 17, 2014",Portland Trail Blazers,New Orleans Pelicans,9.0
"Mon, Nov 17, 2014",Los Angeles Clippers,Chicago Bulls,-16.0
"Tue, Nov 18, 2014",Atlanta Hawks,Los Angeles Lakers,-5.0
"Tue, Nov 18, 2014",Milwaukee Bucks,New York Knicks,4.0
"Tue, Nov 18, 2014",Utah Jazz,Oklahoma City Thunder,17.0
"Tue, Nov 18, 2014",Sacramento Kings,New Orleans Pelicans,-6.0
"Wed, Nov 19, 2014",Cleveland Cavaliers,San Antonio Spurs,-2.0
"Wed, Nov 19, 2014",Indiana Pacers,Charlotte Hornets,2.0
"Wed, Nov 19, 2014",Orlando Magic,Los Angeles Clippers,-24.0
"Wed, Nov 19, 2014",Philadelphia 76ers,Boston Celtics,-11.0
"Wed, Nov 19, 2014",Washington Wizards,Dallas Mavericks,-3.0
"Wed, Nov 19, 2014",Brooklyn Nets,Milwaukee Bucks,-4.0
"Wed, Nov 19, 2014",Detroit Pistons,Phoenix Suns,-2.0
"Wed, Nov 19, 2014",Toronto Raptors,Memphis Grizzlies,4.0
"Wed, Nov 19, 2014",Minnesota Timberwolves,New York Knicks,16.0
"Wed, Nov 19, 2014",Denver Nuggets,Oklahoma City Thunder,7.0
"Wed, Nov 19, 2014",Houston Rockets,Los Angeles Lakers,-6.0
"Thu, Nov 20, 2014",Miami Heat,Los Angeles Clippers,-17.0
"Thu, Nov 20, 2014",Sacramento Kings,Chicago Bulls,15.0
"Fri, Nov 21, 2014",Charlotte Hornets,Orlando Magic,-5.0
"Fri, Nov 21, 2014",Philadelphia 76ers,Phoenix Suns,-26.0
"Fri, Nov 21, 2014",Atlanta Hawks,Detroit Pistons,10.0
"Fri, Nov 21, 2014",Toronto Raptors,Milwaukee Bucks,42.0
"Fri, Nov 21, 2014",Memphis Grizzlies,Boston Celtics,17.0
"Fri, Nov 21, 2014",Minnesota Timberwolves,San Antonio Spurs,-29.0
"Fri, Nov 21, 2014",Oklahoma City Thunder,Brooklyn Nets,-2.0
"Fri, Nov 21, 2014",Washington Wizards,Cleveland Cavaliers,13.0
"Fri, Nov 21, 2014",Dallas Mavericks,Los Angeles Lakers,34.0
"Fri, Nov 21, 2014",Denver Nuggets,New Orleans Pelicans,20.0
"Fri, Nov 21, 2014",Golden State Warriors,Utah Jazz,13.0
"Fri, Nov 21, 2014",Portland Trail Blazers,Chicago Bulls,18.0
"Sat, Nov 22, 2014",Indiana Pacers,Phoenix Suns,-23.0
"Sat, Nov 22, 2014",Orlando Magic,Miami Heat,-7.0
"Sat, Nov 22, 2014",Cleveland Cavaliers,Toronto Raptors,-17.0
"Sat, Nov 22, 2014",New York Knicks,Philadelphia 76ers,8.0
"Sat, Nov 22, 2014",Houston Rockets,Dallas Mavericks,3.0
"Sat, Nov 22, 2014",Minnesota Timberwolves,Sacramento Kings,-12.0
"Sat, Nov 22, 2014",Milwaukee Bucks,Washington Wizards,-11.0
"Sat, Nov 22, 2014",San Antonio Spurs,Brooklyn Nets,12.0
"Sat, Nov 22, 2014",Utah Jazz,New Orleans Pelicans,-12.0
"Sun, Nov 23, 2014",Boston Celtics,Portland Trail Blazers,-6.0
"Sun, Nov 23, 2014",Memphis Grizzlies,Los Angeles Clippers,16.0
"Sun, Nov 23, 2014",Miami Heat,Charlotte Hornets,1.0
"Sun, Nov 23, 2014",Oklahoma City Thunder,Golden State Warriors,-5.0
"Sun, Nov 23, 2014",Los Angeles Lakers,Denver Nuggets,-7.0
"Mon, Nov 24, 2014",Charlotte Hornets,Los Angeles Clippers,-21.0
"Mon, Nov 24, 2014",Cleveland Cavaliers,Orlando Magic,32.0
"Mon, Nov 24, 2014",Philadelphia 76ers,Portland Trail Blazers,-10.0
"Mon, Nov 24, 2014",Toronto Raptors,Phoenix Suns,4.0
"Mon, Nov 24, 2014",Houston Rockets,New York Knicks,5.0
"Mon, Nov 24, 2014",Dallas Mavericks,Indiana Pacers,-11.0
"Mon, Nov 24, 2014",Utah Jazz,Chicago Bulls,-2.0
"Tue, Nov 25, 2014",Washington Wizards,Atlanta Hawks,-4.0
"Tue, Nov 25, 2014",Miami Heat,Golden State Warriors,-17.0
"Tue, Nov 25, 2014",Milwaukee Bucks,Detroit Pistons,12.0
"Tue, Nov 25, 2014",New Orleans Pelicans,Sacramento Kings,-10.0
"Tue, Nov 25, 2014",Denver Nuggets,Chicago Bulls,5.0
"Wed, Nov 26, 2014",Charlotte Hornets,Portland Trail Blazers,-8.0
"Wed, Nov 26, 2014",Cleveland Cavaliers,Washington Wizards,26.0
"Wed, Nov 26, 2014",Orlando Magic,Golden State Warriors,-15.0
"Wed, Nov 26, 2014",Philadelphia 76ers,Brooklyn Nets,-8.0
"Wed, Nov 26, 2014",Atlanta Hawks,Toronto Raptors,-11.0
"Wed, Nov 26, 2014",Dallas Mavericks,New York Knicks,7.0
"Wed, Nov 26, 2014",Detroit Pistons,Los Angeles Clippers,-6.0
"Wed, Nov 26, 2014",Houston Rockets,Sacramento Kings,13.0
"Wed, Nov 26, 2014",Minnesota Timberwolves,Milwaukee Bucks,-17.0
"Wed, Nov 26, 2014",Oklahoma City Thunder,Utah Jazz,15.0
"Wed, Nov 26, 2014",San Antonio Spurs,Indiana Pacers,6.0
"Wed, Nov 26, 2014",Phoenix Suns,Denver Nuggets,8.0
"Wed, Nov 26, 2014",Los Angeles Lakers,Memphis Grizzlies,-6.0
"Fri, Nov 28, 2014",Boston Celtics,Chicago Bulls,-7.0
"Fri, Nov 28, 2014",Charlotte Hornets,Golden State Warriors,-5.0
"Fri, Nov 28, 2014",Atlanta Hawks,New Orleans Pelicans,9.0
"Fri, Nov 28, 2014",Detroit Pistons,Milwaukee Bucks,-16.0
"Fri, Nov 28, 2014",Toronto Raptors,Dallas Mavericks,-4.0
"Fri, Nov 28, 2014",Houston Rockets,Los Angeles Clippers,-17.0
"Fri, Nov 28, 2014",Indiana Pacers,Orlando Magic,15.0
"Fri, Nov 28, 2014",Oklahoma City Thunder,New York Knicks,27.0
"Fri, Nov 28, 2014",San Antonio Spurs,Sacramento Kings,8.0
"Fri, Nov 28, 2014",Denver Nuggets,Phoenix Suns,25.0
"Fri, Nov 28, 2014",Portland Trail Blazers,Memphis Grizzlies,-13.0
"Fri, Nov 28, 2014",Los Angeles Lakers,Minnesota Timberwolves,-1.0
"Sat, Nov 29, 2014",Philadelphia 76ers,Dallas Mavericks,-7.0
"Sat, Nov 29, 2014",Washington Wizards,New Orleans Pelicans,3.0
"Sat, Nov 29, 2014",Atlanta Hawks,Charlotte Hornets,30.0
"Sat, Nov 29, 2014",Cleveland Cavaliers,Indiana Pacers,12.0
"Sat, Nov 29, 2014",Milwaukee Bucks,Houston Rockets,-14.0
"Sat, Nov 29, 2014",Utah Jazz,Los Angeles Clippers,-16.0
"Sun, Nov 30, 2014",Boston Celtics,San Antonio Spurs,-22.0
"Sun, Nov 30, 2014",Brooklyn Nets,Chicago Bulls,-18.0
"Sun, Nov 30, 2014",Detroit Pistons,Golden State Warriors,-11.0
"Sun, Nov 30, 2014",Sacramento Kings,Memphis Grizzlies,-12.0
"Sun, Nov 30, 2014",New York Knicks,Miami Heat,-7.0
"Sun, Nov 30, 2014",Phoenix Suns,Orlando Magic,-3.0
"Sun, Nov 30, 2014",Portland Trail Blazers,Minnesota Timberwolves,14.0
"Sun, Nov 30, 2014",Los Angeles Lakers,Toronto Raptors,7.0
"Mon, Dec 1, 2014",Philadelphia 76ers,San Antonio Spurs,-6.0
"Mon, Dec 1, 2014",Washington Wizards,Miami Heat,21.0
"Mon, Dec 1, 2014",Utah Jazz,Denver Nuggets,-2.0
"Mon, Dec 1, 2014",Los Angeles Clippers,Minnesota Timberwolves,26.0
"Tue, Dec 2, 2014",Cleveland Cavaliers,Milwaukee Bucks,3.0
"Tue, Dec 2, 2014",Atlanta Hawks,Boston Celtics,4.0
"Tue, Dec 2, 2014",Detroit Pistons,Los Angeles Lakers,-10.0
"Tue, Dec 2, 2014",New York Knicks,Brooklyn Nets,-5.0
"Tue, Dec 2, 2014",Chicago Bulls,Dallas Mavericks,-3.0
"Tue, Dec 2, 2014",New Orleans Pelicans,Oklahoma City Thunder,8.0
"Tue, Dec 2, 2014",Denver Nuggets,Portland Trail Blazers,-2.0
"Tue, Dec 2, 2014",Phoenix Suns,Indiana Pacers,17.0
"Tue, Dec 2, 2014",Sacramento Kings,Toronto Raptors,-8.0
"Tue, Dec 2, 2014",Golden State Warriors,Orlando Magic,1.0
"Wed, Dec 3, 2014",Charlotte Hornets,Chicago Bulls,-7.0
"Wed, Dec 3, 2014",Washington Wizards,Los Angeles Lakers,16.0
"Wed, Dec 3, 2014",Boston Celtics,Detroit Pistons,7.0
"Wed, Dec 3, 2014",Brooklyn Nets,San Antonio Spurs,2.0
"Wed, Dec 3, 2014",Miami Heat,Atlanta Hawks,-10.0
"Wed, Dec 3, 2014",Houston Rockets,Memphis Grizzlies,9.0
"Wed, Dec 3, 2014",Milwaukee Bucks,Dallas Mavericks,-2.0
"Wed, Dec 3, 2014",Minnesota Timberwolves,Philadelphia 76ers,-8.0
"Wed, Dec 3, 2014",Utah Jazz,Toronto Raptors,-19.0
"Wed, Dec 3, 2014",Los Angeles Clippers,Orlando Magic,28.0
"Thu, Dec 4, 2014",New York Knicks,Cleveland Cavaliers,-3.0
"Thu, Dec 4, 2014",Portland Trail Blazers,Indiana Pacers,6.0
"Thu, Dec 4, 2014",Golden State Warriors,New Orleans Pelicans,27.0
"Fri, Dec 5, 2014",Charlotte Hornets,New York Knicks,1.0
"Fri, Dec 5, 2014",Philadelphia 76ers,Oklahoma City Thunder,-12.0
"Fri, Dec 5, 2014",Washington Wizards,Denver Nuggets,30.0
"Fri, Dec 5, 2014",Boston Celtics,Los Angeles Lakers,17.0
"Fri, Dec 5, 2014",Brooklyn Nets,Atlanta Hawks,-23.0
"Fri, Dec 5, 2014",Toronto Raptors,Cleveland Cavaliers,-14.0
"Fri, Dec 5, 2014",Memphis Grizzlies,San Antonio Spurs,-6.0
"Fri, Dec 5, 2014",Minnesota Timberwolves,Houston Rockets,-2.0
"Fri, Dec 5, 2014",Dallas Mavericks,Phoenix Suns,-12.0
"Fri, Dec 5, 2014",Milwaukee Bucks,Miami Heat,24.0
"Fri, Dec 5, 2014",Utah Jazz,Orlando Magic,-5.0
"Fri, Dec 5, 2014",Sacramento Kings,Indiana Pacers,1.0
"Sat, Dec 6, 2014",Detroit Pistons,Philadelphia 76ers,-7.0
"Sat, Dec 6, 2014",Chicago Bulls,Golden State Warriors,-10.0
"Sat, Dec 6, 2014",Houston Rockets,Phoenix Suns,5.0
"Sat, Dec 6, 2014",San Antonio Spurs,Minnesota Timberwolves,22.0
"Sat, Dec 6, 2014",Sacramento Kings,Orlando Magic,-9.0
"Sat, Dec 6, 2014",Los Angeles Clippers,New Orleans Pelicans,20.0
"Sun, Dec 7, 2014",Boston Celtics,Washington Wizards,8.0
"Sun, Dec 7, 2014",Atlanta Hawks,Denver Nuggets,12.0
"Sun, Dec 7, 2014",Detroit Pistons,Oklahoma City Thunder,-2.0
"Sun, Dec 7, 2014",Memphis Grizzlies,Miami Heat,16.0
"Sun, Dec 7, 2014",Dallas Mavericks,Milwaukee Bucks,23.0
"Sun, Dec 7, 2014",New York Knicks,Portland Trail Blazers,-4.0
"Sun, Dec 7, 2014",Los Angeles Lakers,New Orleans Pelicans,-17.0
"Mon, Dec 8, 2014",Indiana Pacers,Atlanta Hawks,-16.0
"Mon, Dec 8, 2014",Washington Wizards,Boston Celtics,1.0
"Mon, Dec 8, 2014",Brooklyn Nets,Cleveland Cavaliers,-22.0
"Mon, Dec 8, 2014",Toronto Raptors,Denver Nuggets,5.0
"Mon, Dec 8, 2014",Minnesota Timberwolves,Golden State Warriors,-16.0
"Mon, Dec 8, 2014",Sacramento Kings,Utah Jazz,9.0
"Mon, Dec 8, 2014",Los Angeles Clippers,Phoenix Suns,1.0
"Tue, Dec 9, 2014",Cleveland Cavaliers,Toronto Raptors,4.0
"Tue, Dec 9, 2014",Detroit Pistons,Portland Trail Blazers,-12.0
"Tue, Dec 9, 2014",Memphis Grizzlies,Dallas Mavericks,9.0
"Tue, Dec 9, 2014",New Orleans Pelicans,New York Knicks,11.0
"Tue, Dec 9, 2014",Oklahoma City Thunder,Milwaukee Bucks,13.0
"Tue, Dec 9, 2014",Phoenix Suns,Miami Heat,-6.0
"Tue, Dec 9, 2014",Utah Jazz,San Antonio Spurs,4.0
"Tue, Dec 9, 2014",Los Angeles Lakers,Sacramento Kings,3.0
"Wed, Dec 10, 2014",Charlotte Hornets,Boston Celtics,9.0
"Wed, Dec 10, 2014",Indiana Pacers,Los Angeles Clippers,-7.0
"Wed, Dec 10, 2014",Orlando Magic,Washington Wizards,-2.0
"Wed, Dec 10, 2014",Atlanta Hawks,Philadelphia 76ers,16.0
"Wed, Dec 10, 2014",Chicago Bulls,Brooklyn Nets,25.0
"Wed, Dec 10, 2014",Dallas Mavericks,New Orleans Pelicans,5.0
"Wed, Dec 10, 2014",Minnesota Timberwolves,Portland Trail Blazers,8.0
"Wed, Dec 10, 2014",San Antonio Spurs,New York Knicks,14.0
"Wed, Dec 10, 2014",Denver Nuggets,Miami Heat,20.0
"Wed, Dec 10, 2014",Golden State Warriors,Houston Rockets,12.0
"Thu, Dec 11, 2014",Oklahoma City Thunder,Cleveland Cavaliers,9.0
"Thu, Dec 11, 2014",Sacramento Kings,Houston Rockets,-4.0
"Fri, Dec 12, 2014",Chicago Bulls,Portland Trail Blazers,9.0
"Fri, Dec 12, 2014",Washington Wizards,Los Angeles Clippers,8.0
"Fri, Dec 12, 2014",Atlanta Hawks,Orlando Magic,6.0
"Fri, Dec 12, 2014",Boston Celtics,New York Knicks,-6.0
"Fri, Dec 12, 2014",Brooklyn Nets,Philadelphia 76ers,18.0
"Fri, Dec 12, 2014",Toronto Raptors,Indiana Pacers,12.0
"Fri, Dec 12, 2014",Memphis Grizzlies,Charlotte Hornets,6.0
"Fri, Dec 12, 2014",Minnesota Timberwolves,Oklahoma City Thunder,-19.0
"Fri, Dec 12, 2014",New Orleans Pelicans,Cleveland Cavaliers,5.0
"Fri, Dec 12, 2014",Phoenix Suns,Detroit Pistons,-2.0
"Fri, Dec 12, 2014",Utah Jazz,Miami Heat,-5.0
"Fri, Dec 12, 2014",San Antonio Spurs,Los Angeles Lakers,-2.0
"Sat, Dec 13, 2014",Dallas Mavericks,Golden State Warriors,-7.0
"Sat, Dec 13, 2014",Charlotte Hornets,Brooklyn Nets,-27.0
"Sat, Dec 13, 2014",Indiana Pacers,Portland Trail Blazers,-10.0
"Sat, Dec 13, 2014",Orlando Magic,Atlanta Hawks,1.0
"Sat, Dec 13, 2014",Milwaukee Bucks,Los Angeles Clippers,5.0
"Sat, Dec 13, 2014",Philadelphia 76ers,Memphis Grizzlies,-5.0
"Sat, Dec 13, 2014",Houston Rockets,Denver Nuggets,12.0
"Sat, Dec 13, 2014",Sacramento Kings,Detroit Pistons,-5.0
"Sun, Dec 14, 2014",Miami Heat,Chicago Bulls,-18.0
"Sun, Dec 14, 2014",New Orleans Pelicans,Golden State Warriors,-6.0
"Sun, Dec 14, 2014",Washington Wizards,Utah Jazz,9.0
"Sun, Dec 14, 2014",Minnesota Timberwolves,Los Angeles Lakers,-6.0
"Sun, Dec 14, 2014",Oklahoma City Thunder,Phoenix Suns,24.0
"Sun, Dec 14, 2014",New York Knicks,Toronto Raptors,-5.0
"Sun, Dec 14, 2014",Denver Nuggets,San Antonio Spurs,-8.0
"Mon, Dec 15, 2014",Cleveland Cavaliers,Charlotte Hornets,9.0
"Mon, Dec 15, 2014",Indiana Pacers,Los Angeles Lakers,19.0
"Mon, Dec 15, 2014",Philadelphia 76ers,Boston Celtics,-18.0
"Mon, Dec 15, 2014",Atlanta Hawks,Chicago Bulls,7.0
"Mon, Dec 15, 2014",Toronto Raptors,Orlando Magic,13.0
"Mon, Dec 15, 2014",Phoenix Suns,Milwaukee Bucks,-2.0
